,spotify_song_id,weeks_on_chart,artists,name,peak_position
323,14PlDNjNh3pXyHXzkhX8n5,14,6ix9ine,KEKE,47
324,14SaZBTjxlorHJQxXh01Hu,5,"Summer Walker, Drake, Drake",Girls Need Love ,54
325,14boA065HMHWvqyPPEeN4y,7,XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",27
326,14kYOiFVPb7E7NfFbqhdln,3,Ariana Grande,goodnight n go,35
327,14nAQy3fHVzDb7LKxpS7Ld,2,Lil Uzi Vert,Pretty Mami,80
328,14sOS5L36385FJ3OL8hew4,8,Kygo,Happy Now,54
329,152lZdxL1OR0ZMW6KquMif,128,Khalid,Location,9
330,156LzfvMNKuXuiot4uzhGD,23,Metro Boomin,No Complaints ,39
331,15EPc80XuFrb2LmOzGjuRg,38,GoldLink,Crew ,113
332,15LOSQ3z91ZB2wMiMhiCjZ,1,Juice WRLD,Desire,108
333,15ahYSiHAIMxAnujlXVtta,11,LANY,Super Far,117
334,15qVraQOI2EjZPPM05YGBS,1,Logic,Out Of Sight,155
335,15sxLiiChE5dCW3Y756oas,1,The Jackson 5,I Saw Mommy Kissing Santa Claus,200
336,15vzANxN8G9wWfwAJLLMCg,32,The Chainsmokers,Paris,4
337,16Ah4QqH4mgYVXqfC4mdSd,1,Tory Lanez,LUV,171
338,16KNsRke9Esz8873hfSX5h,1,Gwen Stefani,You Make It Feel Like Christmas ,170
339,16QN8cBubEq706vNtPpOME,1,Kelly Clarkson,Love So Soft,190
340,16QjPRt5HYK0dnLGmGRCvf,1,Lil Baby,Deep End (Lil Baby & Gunna),105
341,16dXg2YuFOxwDC3cTf5jde,2,Kodak Black,Conscience ,74
342,16umSNZfofRpDqTvf8DIAo,2,Mac Miller,Wings,98
343,16wWFYS9S4hKBk2Ofj3Ss6,1,Rich Brian,Attention ,105
344,16x9bQHw8TBNaGDyULvwad,4,XXXTENTACION,before I close my eyes,63
345,17DjWsC0G9YQtAiepG3c5v,1,Gucci Mane,Stunting Ain't Nuthin ,88
346,17HlhTU351nr8MncIGppDk,1,Gucci Mane,Enormous ,135
347,17UUYZ290omPaJY4wKeyHh,1,Ozuna,Me Dijeron,161
348,17Yq72h0p15OhCbZ5lJ5gd,4,Cardi B,Bickenhead,27
349,1839RWzPRZCVgvamu4sHSN,5,Cash Cash,All My Love ,113
350,1883mCuSqnfnrWoq8i3myH,1,Mac Miller,Programs,181
351,18PergoIrGmRyeYxnaXJN2,8,BLACKPINK,Kill This Love,30
352,18ULKfQl3KpCnklAKFfO2t,1,Panic! At The Disco,Old Fashioned,142
353,18W92Zm1KjLCbUIszOhpkD,8,NOTD,I Wanna Know ,60
354,18lR4BzEs7e3qzc0KVkTpU,1,Linkin Park,What I've Done,93
355,18uwL0vNUanqZH0ro2QcOP,3,Jeremy Zucker,comethru,167
356,18xmRkPWE0sGUzFyNNAAhN,1,Panic! At The Disco,Dying in LA,123
357,193Dm5SqYy3hTSbuzxbwKc,1,Lorde,Writer In The Dark,115
358,199Dz9IgqKekyiRy3LBnHn,1,Logic,Still Ballin ,112
359,19EnyPZhNPbRoCxAuv5pKD,1,Miguel,Pineapple Skies,168
360,19Fcrc0nJiwMKom00gS9SW,1,Nicki Minaj,Good Form,158
361,19a3JfW8BQwqHWUMbcqSx8,7,Kanye West,Famous,139
362,19hh7DkfRBrpRGYfKlw7jb,1,5 Seconds of Summer,Valentine,158
363,19kUPdKTp85q9RZNwaXM15,1,Kane Brown,Good as You,175
364,1ABQT5SxlUTNapSbSzblGx,1,Lil Nas X,F9mily (You & Me),98
365,1AGPmw3QJBNfOK6XioDhZp,1,Future,Never Stop,115
366,1AH60dMaEfNjzDoUIFwIQi,4,A Boogie Wit da Hoodie,Beast Mode ,108
367,1AT4xjNarTswd0UZ5FlmKF,8,J. Cole,Motiv8,5
368,1AVu7Kc2MRrLfOG1RCEf07,1,Ozuna,Aura,166
369,1AqemxWsT0iGg5Lvkm16Bt,1,A$AP Rocky,Fukk Sleep,63
370,1ArLnG0bHaHPXqf08sEKM0,4,Camila Cabello,Consequences - orchestra,100
371,1B4gJRq61xTs6r1O0Uq2iY,4,Takeoff,Casper,60
372,1B87ZDrD3Pno9hS4stamWO,16,Future,Comin Out Strong ,22
373,1BCBBO8VUEFOb6RBct4XDp,1,Lil Peep,Broken Smile (My All),117
374,1BECwm5qkaBwlbfo4kpYx8,12,Panic! At The Disco,Death of a Bachelor,127
375,1Bp5LdIxR3XlprIigqp4en,1,Ski Mask The Slump God,Adults Swim,190
376,1Bqxj0aH5KewYHKUg1IdrF,14,G-Eazy,Some Kind Of Drug,39
377,1BuZAIO8WZpavWVbbq3Lci,37,Rae Sremmurd,Powerglide ,17
378,1CDVadnneswMxi6gBqJTtC,1,Twenty One Pilots,Legend,144
379,1CS7Sd1u5tWkstBhpssyjP,1,Hozier,Take Me To Church,181
380,1CiR9MK8zVPKtGrHe4LFPb,1,Gucci Mane,Potential ,101
381,1CoYSKw2gTtSfrK2704AEz,2,Gucci Mane,I'm Not Goin' ,114
382,1D2Aldrksl9yWWCIPOeDzy,1,R3HAB,All Around The World (La La La),161
383,1D2L6MefbXon28PzIk9I3r,15,Post Malone,92 Explorer,14
384,1DFD5Fotzgn6yYXkYsKiGs,1,MEDUZA,Piece Of Your Heart,199
385,1DMEzmAoQIikcL52psptQL,3,Joji,TEST DRIVE,92
386,1DUSuNhF8P5vUGNPpQiZa5,11,Khalid,My Bad,13
387,1Dk3CfJEtqvj7Xg2AWwfEn,2,Lil Wayne,Took His Time,35
388,1Dp7JGFNjvg8Nk0CtMCcnr,1,Lorde,Hard Feelings/Loveless,99
389,1E1uGhNdBe6Dddbgs2KqtZ,4,Twenty One Pilots,Jumpsuit,51
390,1E6DEDWDKHoOW0fcFuDghV,3,Khalid,Don't Pretend,28
391,1EGn0RM3mzlrZ4kgI2aXxj,43,J Balvin,Mi Gente,8
392,1EaKU4dMbesXXd3BrLCtYG,27,Kendrick Lamar,ELEMENT.,3
393,1Eck97uRMlprKOOJN9oO1E,11,"G-Eazy, G-Eazy, Kehlani, G-Eazy, Kehlani",Good Life ,53
394,1Eks3grEvathx0HC7GQABd,13,Daddy Yankee,Dura,73
395,1FBi1YWCAxlRmfuUbMINqO,1,Lil Peep,Runaway,105
396,1Faq8G2y56A8fRv7HsLq25,34,NAV,Wanted You ,28
397,1FmdAhS8FqRoEJ4jcSfuKZ,1,Logic,ICONIC (ft. Jaden Smith),79
398,1G4cdOtF36ZCs6i2dZoC87,1,Mitchell Tenpenny,Drunk Me,191
399,1GO9vCm5Cra5uWGSWQ5mGK,1,Camila Cabello,In the Dark,83
400,1GOuHB20lqVyxv3GdxovPY,1,Meek Mill,Issues,197
401,1Gno5IBUHh6vUKp4nxu2Yd,1,A Boogie Wit da Hoodie,Love Drugs and Sex,169
402,1GtVGc1UYin3zpMUdNSSpM,5,Logic,Midnight,19
403,1GwMQaZz6Au3QLDbjbMdme,5,Taylor Swift,Call It What You Want,26
404,1HNkqx9Ahdgi1Ixy2xkKkL,10,Ed Sheeran,Photograph,91
405,1HNywa8Bk0TmzRwQrzhtPo,1,John Mayer,I Guess I Just Feel Like,93
406,1HOUzEsetdIPSpAgRPhZQt,8,Trey Songz,Nobody Else But You,173
407,1HXy5I3HTWq8OvxCn0z7G7,49,Kane Brown,Heaven,60
408,1Hd2XLitkt1PYCWSbfF5qV,6,DJ Khaled,Wish Wish ,38
409,1I3ZAmPmbFV78oNKnibOiW,3,Future,Jumpin on a Jet,64
410,1IF5UcqRO42D12vYwceOY6,1,Harry Styles,From the Dining Table,113
411,1JGaV39uhSQd2eAteOxFlF,11,Blueface,Bleed It,85
412,1Jl21sidRpEdlVBvYbssLx,10,Young Thug,Sin ,63
413,1JuChOEPH0Rceq573FGQSK,2,Kesha,Hymn,116
414,1KAhsLqLYiqCZ1G8ljKDtB,1,Justin Timberlake,Midnight Summer Jam,137
415,1KF7iLK6wK3hjjtqxjRiym,1,Future,Mink Flow,199
416,1KSqYYJFyfTecXFk9M0prc,18,Wisin,Escápate Conmigo,111
417,1KVczjazCcCCgM3gXXUl47,20,"benny blanco, Juice WRLD feat. Brendon Urie, Juice WRLD",Roses ,46
418,1KWLyoPChJrBQFscO8NW8D,11,6ix9ine,STOOPID,9
419,1KZ0Xo6Mmeprp1Sw5xCHYz,3,Rick Ross,Trap Trap Trap,100
420,1KeZgPUr54C8iz3FjqzVoz,1,The Chainsmokers,Young,89
421,1KhljCoJ2TgDEldnnfTHHc,20,Chris Brown,Party,117
422,1Knctxx9vGZxpZfF66BIEa,30,Juice WRLD,Legends,68
423,1L3NV7VrCiuE8C5QlhdeQL,6,Justin Timberlake,Filthy,14
424,1LIqNVhaIgxXUt2eVoIQJ3,6,Maluma,HP,122
425,1LXbv9jiTtdBdHadZ317Gt,7,Lil Pump,Designer,64
426,1MJErNPIQUoEMu4YUUmecm,6,Lil Uzi Vert,Neon Guts ,58
427,1MQ8ydvrTnn2QJgXFATJvD,27,6LACK,Ex Calling,64
428,1MUL6DO2gVimj2YrVedubd,1,GASHI,Creep On Me,168
429,1MksGqIztTT6M9R1ErKVs8,11,Big Sean,No Favors,8
430,1MtUq6Wp1eQ8PC6BbPCj8P,13,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,102
431,1NDxZ7cFAo481dtYWdrUnR,21,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,67
432,1NHlyKgtR4roNylOhidKSv,4,Tyga,Girls Have Fun ,90
433,1NgCWYuBLfqBDA3b8MgSVU,2,Khalid,Twenty One,67
434,1Nh5WUisukhSNgwXLRoyZf,1,Kodak Black,Coolin and Booted,190
435,1Nj2oBISdFDSF8eDuXcALz,6,OneRepublic,Start Again ,48
436,1Ob94QesoxHSBrypyBbdfd,1,Khalid,Shot Down,194
437,1OwNWr75pNTyhifOTT0uIG,1,Future,Real Love,178
438,1P17dC1amhFzptugyAO7Il,23,Taylor Swift,Look What You Made Me Do,1
439,1PSBzsahR2AKwLJgx8ehBj,25,"Machine Gun Kelly, Camila Cabello, Camila Cabello",Bad Things ,9
440,1Pj5oOFzLYELyyeh1IYRK0,7,FLETCHER,Undrunk,82
441,1Px62X35tayLsX5V1qx1Mb,4,"Maroon 5, Julia Michaels, Julia Michaels",Help Me Out ,76
442,1QgTBfRN5m81a5K01qens6,6,Lil Uzi Vert,444+222,27
443,1Qxj5nxpN2zXWYngetSiRi,1,2 Chainz,OG Kush Diet,95
444,1R0a2iXumgCiFb7HEZ7gUE,2,Taylor Swift,Don’t Blame Me,94
445,1R6VwZ8TuHRzxZUxe88n4I,2,2 Chainz,Rule The World ,58
446,1RGasjWLZ4qMN7wbtkLa3u,14,Billie Eilish,my boy,147
447,1RMDXedcRno6rDBCbNHDJf,5,Michael Bublé,Santa Claus Is Coming to Town,86
448,1RMJOxR6GRPsBHL8qeC2ux,56,H.E.R.,Best Part ,68
449,1RMsPiK9MRXHAavNDMkrzm,1,Lil Wayne,Demon,46
450,1RRZSm4akqNyMOsPUhw4cb,1,Shawn Mendes,Because I Had You,184
451,1RagpNpkD3KcjXMLGMe99V,11,Wiz Khalifa,Fr Fr ,48
452,1Rc15RYGBIi10GrL0Zrfob,1,Britney Spears,My Only Wish (This Year),153
453,1RouRzlg8OKFeqc6LvdxmB,24,Maluma,Felices los 4,80
454,1SJtlNRJDeYHioymcvsqev,13,Camila Cabello,Crying in the Club,45
455,1SV1fxF65n9NhRHp3KlBuu,10,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,27
456,1SxagO9GK0UUeEYLmH8Pln,2,Trippie Redd,Toxic Waste,52
457,1Szfm2XAx3Kgl55dyl8sTU,1,Lil Baby,Time ,55
458,1T575AhHueYinKSDflEsGK,8,Julia Michaels,Heaven,45
459,1TEL6MlSSVLSdhOSddidlJ,11,Ariana Grande,needy,4
460,1ThmUihH9dF8EV08ku5AXN,29,Ski Mask The Slump God,Faucet Failure,27
461,1Tnw0ItH1Macok8gblnPPd,3,Drake,Is There More,20
462,1U4W2b7SdGXjNuJ7K591Re,1,Miley Cyrus,The Most,195
463,1UZOjK1BwmwWU14Erba9CZ,20,Miley Cyrus,Malibu,7
464,1Uq3IOIy1CUlHUgP6vWpum,3,Chance the Rapper,Smoke Break ,173
465,1V8c3uV6p7uTsfQof5oRXg,1,blackbear,make daddy proud,156
466,1VGzxJnVQND7Cg5H5wGj14,5,Joji,YEAH RIGHT,88
467,1VdZ0vKfR5jneCmWIUAMxK,1,Ed Sheeran,The A Team,179
468,1Vej0qeQ3ioKwpI6FUbRv1,1,Linkin Park,Papercut,195
469,1VuAamHM7P3VQQEXYGG3Uu,4,Nat King Cole,Joy To The World,94
470,1W6wxOOYyJyyok8fqYSZ3m,6,DJ Khaled,Top Off ,27
471,1WIZiOuNO3woKfdlSK2gNn,30,Kodak Black,Transportin',37
472,1WSGTYKLEpKfNQYYW5Oymt,8,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",27
473,1Wc1SQwiThvSu9dMc5opth,1,Lil Yachty,SaintLaurentYSL ,108
474,1WkMMavIMc4JZ8cfMmxHkI,29,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",56
475,1WlU4jsJ8AoTB96dgd8LJA,1,Future,Call the Coroner,155
476,1WqLtczgKdbHFHhefOU0y7,3,Khalid,Self,66
477,1XJBDDpeuZaj5fvmwhdIMw,3,Kodak Black,Take One,41
478,1XRgIKC5TPwo7nWGyKqgG0,48,Gucci Mane,I Get The Bag ,7
479,1XUiFMK48Yy4fgds8l9aLH,4,MiC LOWRY,Oh Lord,140
480,1Xpj3QviqIEVqPS2YbivL3,1,Lil Yachty,X Men,163
481,1Y2w5PsW2HirgZ4u6Wc37g,3,Avicii,Wake Me Up - Radio Edit,44
482,1YMBg7rOjxzbya0fPOYfNX,9,"DJ Snake, Lauv, Lauv",A Different Way ,92
483,1YNQscOx6OqBQjxgJVhEeW,3,Rita Ora,Girls ,72
484,1Ym6aMuT5bliaZMC67AmPp,1,Lana Del Rey,Cherry,119
485,1ZAyjvIk9YiD76yYy0TEG6,60,Rich The Kid,Plug Walk,7
486,1ZDmxwg7Lywlx68b7SsJjj,1,Nicki Minaj,MEGATRON,38
487,1ZY1PqizIl78geGM4xWlEA,8,Taylor Swift,Gorgeous,6
488,1ZemPoaj7LBj1RAQrb89EC,7,Post Malone,Blame It On Me,18
489,1Znlc3UZAbSodFaMBjdpsX,1,XXXTENTACION,love yourself (interlude),83
490,1a7WZZZH7LzyvorhpOJFTe,37,Juice WRLD,Wasted ,20
491,1a8051h021Rfl01OhAjjV6,1,Justin Timberlake,Wave,199
492,1baPNXuNvp5wRrmYU91OIt,1,Future,Massage In My Room,183
493,1bhUWB0zJMIKr9yVPrkEuI,13,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),5
494,1bx4Jw8A7GQtImIQGccI6D,1,Meek Mill,Almost Slipped,128
495,1byScELwcJffsdL5QWa6Yk,10,Sabrina Carpenter,Why,115
496,1c0hsvHLELX6y8qymnpLKL,7,Lunay,Soltera - Remix,60
497,1c5Lbn9mYwNYbnNiizw6D0,1,Lil Pump,Iced Out ,177
498,1cKHdTo9u0ZymJdPGSh6nq,4,The Weeknd,I Was Never There,8
499,1cPqPq5uItaAN34NIc1Nc5,2,James Hersey,Miss You,198
500,1cS0TgbR263ey9jn0MwD2s,17,Eminem,River ,2
501,1crSsvtU9wZB15dIQXV2QH,1,John Mayer,Moving On and Getting Over,112
502,1dQ84P0W0lOckT02lPEhhP,2,Meek Mill,Millidelphia ,88
503,1dUHF4RyMmMTveJ0Rby6Xm,8,Drake,Can’t Take A Joke,11
504,1dyxS3YzBbL0t8rEVwVQ1K,8,Blake Shelton,God's Country,89
505,1dzwFgBlZNxt28aQOinNGn,1,A$AP Rocky,Changes,192
506,1e1JKLEDKP7hEQzJfNAgPl,52,Playboi Carti,Magnolia,12
507,1e3GEwsaXtBNtPfooQimDn,1,ScHoolboy Q,5200,134
508,1e4rwBPVI32vZtTJu7mJ4J,17,Nicki Minaj,Chun-Li,31
509,1eyrmeiDpdTkOmA839nPVQ,10,Robin Schulz,Shed a Light,100
510,1f5PNhkNgUpvDEeZfcIlO1,10,Cardi B,I Do ,12
511,1f5cbQtDrykjarZVrShaDI,70,A Boogie Wit da Hoodie,Drowning ,21
512,1fCeXjoRExPP2qwSBh2aST,34,Juice WRLD,Black & White,128
513,1fEl5TPKRJAsuP6TqZ23hB,13,Lil Pump,D Rose,92
514,1fewSx2d5KIZ04wsooEBOz,33,Metro Boomin,Space Cadet ,20
515,1fmDKfeOAVy924OhthCLYP,8,Future,Mask Off - Remix,33
516,1foCxQtxBweJtZmdxhEHVO,10,"Eartha Kitt, Henri René, His Orchestra, Henri René, His Orchestra",Santa Baby ,83
517,1fvCggAYrW0VtCljtqv4h2,5,Takeoff,Last Memory,46
518,1g1TeDflB6atAy7HKwrzXu,3,Kesha,Learn To Let Go,107
519,1gG5MoWK5SmHUcQPa2jxdP,9,Little Mix,Touch,96
520,1h0yImRPIVAjhhHeNVlTuC,7,Shawn Mendes,Youth feat. Khalid,40
521,1h9P5WJwyvK8OB7O2YiXgp,1,Ozuna,Ibiza,165
522,1hHbmfNfXIwHyHCYO8ae3I,1,Nicki Minaj,Hard White,164
523,1hHe7cirScEJWgAS0JFqTL,1,Future,7 Am Freestyle,91
524,1hpXAtEeEpiQXHMwbDtGdp,1,Steve Aoki,All Night,188
525,1hz7SRTGUNAtIQ46qiNv2p,2,"Tyler, The Creator","GONE, GONE / THANK YOU",27
526,1i1fxkWeaMmKEB4T7zqbzK,34,The Chainsmokers,Don't Let Me Down,43
527,1iDPB2WNsGEWuKycQyDGn6,1,Lil Pump,Crazy,160
528,1iTWoKAdilGEmit6xhQZje,11,Lil Yachty,Peek A Boo,73
529,1iWAx1WGCY6j2zAMdACQ6E,1,ScHoolboy Q,Black Folk,200
530,1iWHabUgUuuKLBa0TzTHfk,2,ZAYN,"A Whole New World (End Title) - From ""Aladdin""",114
531,1ixphys4A3NEXp6MDScfih,1,Dua Lipa,Be the One,184
532,1j2l6jMz85PaXuDiF08Vcv,1,Trippie Redd,Bird Shit,103
533,1j4kHkkpqZRBwE0A4CN4Yv,23,ZAYN,Dusk Till Dawn - Radio Edit,15
534,1jQsKN68yE94tMYml0wHMd,15,Big Sean,Jump Out The Window,28
535,1jYiIOC5d6soxkJP81fxq2,47,DJ Khaled,I'm the One ,2
536,1jo3TwNGCXfNdB5uba3ZVv,10,Eminem,Killshot,22
537,1jzOG0T6JjvaOoHgzl91Nd,1,Gunna,Style Stealer (Lil Baby & Gunna),167
538,1k7KigfkZh2Xb6khqV1a0K,1,YoungBoy Never Broke Again,Diamond Teeth Samurai,174
539,1k9B8MqhGKbVV3dTpwUxn5,1,Belly,Maintain,177
540,1kJtfldK9F7XmsSiSNlbth,2,Kesha,Woman,110
541,1kK6DwzyXJSp58u5HYWwuD,8,YG,Go Loko ,17
542,1kvt3N2KmoSAunaEJNrgNM,1,Quavo,GIVE IT TO EM ,141
543,1l9G7M8gNyQsgOGWZGoQsT,1,Lady Gaga,Look What I Found,200
544,1lItf5ZXJc1by9SbPeljFd,6,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),87
545,1lOe9qE0vR9zwWQAOk6CoO,5,Lil Tecca,Ransom,8
546,1lasE4yXQmZ5mwWdGQGn8E,3,Mason Ramsey,Famous,42
547,1lsBTdE6MGsKeZCD6llNu7,8,Charlie Puth,Done for Me,95
548,1m69ELEgE6k5ZWsap40ozt,12,Ozuna,Se Preparó,142
549,1m8WpLYXEiNVZchsWEcCSy,1,Miguel,Come Through and Chill,159
550,1mMLMZYXkMueg65jRRWG1l,42,Luke Combs,When It Rains It Pours,123
551,1mxC48728CxBA7WdKw6nFB,1,21 Savage,Close My Eyes,80
552,1n4jwRVXdkK2U34nBDUKKT,6,Kendrick Lamar,BLOOD.,13
553,1n8wr8tRHs5jmBxNWXedcn,2,Shoreline Mafia,Bands ,179
554,1nGoy0cEj0extAwXYNYTWd,3,Kanye West,Wouldn't Leave,6
555,1nO2NjuFkGaAWcMdJ1pNrp,3,A$AP Rocky,Cocky ,88
556,1nX9KhK3Fff27SnrIor2Yb,27,2 Chainz,4 AM,22
557,1nXZnTALNXiPlvXotqHm66,3,"Tyler, The Creator",A BOY IS A GUN*,18
558,1nueTG77MzNkJTKQ0ZdGzT,16,Maroon 5,Don't Wanna Know,15
559,1nxufatvWIGPPBtPACXzu8,1,Kesha,Let 'Em Talk,167
560,1oGdVdYjeQvojGKDddxLQQ,6,The Weeknd,True Colors,112
561,1oQQ5pf4hft7C3s75B8fXb,1,Bryson Tiller,Set It Off,185
562,1oUudyBYVGMIC8JXeIsFzq,5,Rae Sremmurd,CLOSE ,52
563,1orjH4IkSH9VrWmRCToKV8,15,NLE Choppa,Shotta Flow,46
564,1p80LdxRV74UKvL8gnD7ky,1,Taylor Swift,Blank Space,120
565,1pF74yw15wXk12A1NPVWHD,1,Trippie Redd,BANG!,70
566,1pJQAHpD51J7GYaFrrFO9S,2,The Chainsmokers,Don't Say,57
567,1pKeFVVUOPjFsOABub0OaV,27,Ariana Grande,Side To Side,24
568,1pfgsjmxVZhoZpeDx6POKv,2,Galantis,Bones ,137
569,1q9jq5X5vwmewjOa2mHtQ1,1,Gunna,Same Yung Nigga ,101
570,1qUdAB72nSWPZwDqH9KMYD,1,YG,BULLETPROOF ,113
571,1qsHYUd2c1wFGcn7e63QmG,9,Kanye West,Yikes,3
572,1r0faljjM2b876iNoaDUh5,5,Big Sean,Sacrifices,27
573,1r33iukEx0COYuBzyXPmPP,1,A$AP Rocky,Hun43rd,162
574,1rYC34UUszS0QzzECNRhYb,1,Tyga,Haute ,100
575,1rfJQpYr0clcyXssjQjk4T,3,Childish Gambino,V. 3005,188
576,1rfofaqEpACxVEHIZBJe6W,69,Camila Cabello,Havana ,2
577,1rlIrbWboTRGeKfHhgbJRZ,2,Quavo,FLIP THE SWITCH ,37
578,1rqqCSm0Qe4I9rUvWncaom,54,Panic! At The Disco,High Hopes,13
579,1rsAFUCa6BVMgRQ3FCQQsi,16,Lil Pump,Boss,73
580,1s9DTymg5UQrdorZf43JQm,1,Playboi Carti,Fell In Luv ,122
581,1szcZMcUlPjCItP4xNIU3E,1,21 Savage,Nothin New,135
582,1tNJrcVe6gwLEiZCtprs1u,13,Dominic Fike,3 Nights,49
583,1tlBuoIRrtqFs9bE9dmli5,3,Future,Extra Luv,88
584,1trZGMI2CGyVT44STkpCoN,5,Bryson Tiller,Let Me Explain,127
585,1ttPzkTSpQUFcEGx8bjerL,3,Roddy Ricch,Every Season,185
586,1tyjWMMINb9S0YBynTvJ7s,1,London On Da Track,No Flag,162
587,1u0CD4fcBUB1xrG9fNgejh,5,Ty Dolla $ign,Clout ,73
588,1u0MOgWF1bbylVxpJG2ZjB,3,Big Sean,Owe Me,42
589,1uL78kFWxhz3umTMWJu8n5,34,Lil Uzi Vert,Sauce It Up,23
590,1uULQtJ8rbsX5TwjPpPc9Q,1,21 Savage,4L,124
591,1unFtbwcAnSGgYPmp52vc0,1,Gunna,Wit It,138
592,1ung2kajpw24AaHjBtPY3j,18,Rae Sremmurd,Perplexing Pegasus,37
593,1vBeIXlzbAieGoDqInav5j,3,Cardi B,Money Bag,42
594,1vVNlXi8gf8tZ7OhnEs4VE,2,French Montana,A Lie,53
595,1vYh9x8UmFTLbXiizk9Qc5,1,Jonas Brothers,I Believe,59
596,1vc2YF7ZvUtwr45HNpdGch,12,21 Savage,Numb,42
597,1vi9adPJiD4d22ybGp25hy,1,Nas,Cops Shot The Kid,75
598,1vvNmPOiUuyCbgWmtc6yfm,4,Calvin Harris,My Way,152
599,1vvnYpYEMVB4aq9I6tHIEB,3,J. Cole,4 Your Eyez Only,143
600,1wGYcpJZ59rePkNu4zHmLu,1,A$AP Rocky,CALLDROPS,111
601,1wHZx0LgzFHyeIZkUydNXq,9,Travis Scott,Antidote,169
602,1wIQtB3UQ1TfjNMZZqO6eh,1,J. Cole,everybody dies,198
603,1wJRveJZLSb1rjhnUHQiv6,27,A Boogie Wit da Hoodie,Swervin ,7
604,1wWRtPIKD7ZNvtsrzLyTev,1,Future,All da Smoke,111
605,1wZqJM5FGDEl3FjHDxDyQd,24,PARTYNEXTDOOR,Come and See Me ,81
606,1wb7Mqon4o1ViLjaLV9f8U,1,6LACK,Loaded Gun,134
607,1x5sYLZiu9r5E43kMlt9f8,23,Clean Bandit,Symphony ,48
608,1xYpVRspgaLxdJLOTQkTjg,6,Travis Scott,STOP TRYING TO BE GOD,12
609,1xpXnpIpuvzpx9jz15baJF,1,NAV,Call Me,165
610,1xzBco0xcoJEDXktl7Jxrr,48,Sheck Wes,Mo Bamba,1
611,1y3bE5i57eUm3hfLAc7h08,1,Imagine Dragons,Walking The Wire,100
612,1yHdfeCpeKPmSzQdfqHtq8,1,Quavo,SHINE,162
613,1yQvL8SzbF5JCroRKk9F07,1,Lil Baby,Belly (Lil Baby & Gunna),83
614,1yfyIdEw5U2bD5I6gxQCxW,1,Avicii,Tough Love,73
615,1zB4vmk8tFRmM9UULNzbLB,104,Imagine Dragons,Thunder,21
616,1zi7xx7UVEFkmKfv06H8x0,70,Drake,One Dance,13
617,1zjcIIrm2fbVFmG3dsj03e,1,Fifth Harmony,He Like That,140
618,204U3zjm9kkzX25Pr4Rdld,12,Migos,Kelly Price ,21
619,20EmzsRBgZSEVbZWp0fqtx,1,Logic,Limitless,170
620,20MuVazoNMv6xjKPnRFOxG,8,Travis Scott,WAKE UP,9
621,20dP2DaMHIAmwWAbp7peSr,50,Young Thug,pick up the phone,44
622,21PYvZScoUng2OZNj21VTh,1,2 Chainz,Trap Check,140
623,21RzyxY3EFaxVy6K4RqaU9,24,Loud Luxury,Body ,26
624,21kOVEG3bDCVphKhXL8XmQ,19,Comethazine,Walk,114
625,21yRtB6B8EMounImAfHRCP,9,"Tyler, The Creator",Who Dat Boy,47
626,222B3aljXx6fFwKmFjuBED,8,Little Mix,Woman Like Me ,52
627,228kFdBgjLDmmdygT9Hxxo,1,Sam Hunt,Drinkin' Too Much,139
628,22nyEAEM29tcBRhukR089b,10,Jaden,Icon,120
629,22oEJW6r2rMb9z4IntfyEa,11,Panic! At The Disco,"Hey Look Ma, I Made It",67
630,22vgEDb5hykfaTwLuskFGD,17,Jonas Brothers,Sucker,1
631,22ykS8KWpd2r4zcRZ0XMK5,3,Metro Boomin,Dreamcatcher ,37
632,2374M0fQpWi3dLnB54qaLX,27,Toto,Africa,144
633,23L5CiUhw2jV1OIMwthR3S,22,Martin Garrix,In the Name of Love,20
634,23OXdR7YuUBVWh5hSnYJau,2,Twenty One Pilots,Chlorine,51
635,23TxRN09aR1RB0G0tFoT0b,1,Little Big Town,Better Man,182
636,23luOrEVHMfoX0AhfbQuS6,7,Kendrick Lamar,FEAR.,15
637,248OFOZef6ShXv6DGgbnxU,53,Khalid,Saved,120
638,249c7UYQRwLb8tUykq8IwX,1,Justin Timberlake,Sauce,156
639,24eP9hGnGR6RCQvllQVkCm,1,Jonas Brothers,Don't Throw it Away,95
640,24vhQnVsbHHwlIXH7hD9Eh,1,Gucci Mane,Cold Shoulder ,164
641,25leEEaz1gIpp7o21Fqyjo,7,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),107
642,25oOaleife6E2MIKmFkPvg,46,Young Thug,Relationship ,55
643,2664gDzsUz6oHnSFyfKjcq,1,Migos,Crown the Kings,90
644,268j6G1DugGY3RHFM4Jof3,19,Selena Gomez,Bad Liar,8
645,269xqcgGTN9PlivhUkOLhX,1,Lana Del Rey,In My Feelings,153
