,spotify_song_id,weeks_on_chart,artists,name,peak_position
646,26AuyrZGzWWiYZPSd3XBIg,2,The Chainsmokers,Bloodstream,60
647,26hcyzSE154xMZCbFdtInA,6,KREAM,Taped up Heart ,151
648,26oZOwsCywHXPRvLVORbgw,1,Rich The Kid,No Question ,119
649,270aLuFCbX32hhBr8MQyPM,3,Ty Dolla $ign,Love U Better ,122
650,27356GVuMPFWiJSZCragoM,4,Ariana Grande,make up,16
651,273dCMFseLcVsoSWx59IoE,1,Taylor Swift,Bad Blood,165
652,275a9yzwGB6ncAW4SxY7q3,28,Desiigner,Panda,54
653,278kSqsZIiYp8p3QjYAqa8,5,Bad Bunny,NI BIEN NI MAL,134
654,27GmP9AWRs744SzKcpJsTZ,17,Drake,Jumpman,73
655,27RYrbL6S02LNVhDWVl38b,10,John Lennon,Happy Xmas (War Is Over) - Remastered,38
656,27a1mYSG5tYg7dmEjWBcmL,9,Travis Scott,CAN'T SAY,15
657,27oFpFktCq9JIXjJQRuv7a,8,6ix9ine,GOTTI,96
658,284fVGdbsPtigjjI0jmKXo,1,Trippie Redd,Loyalty Before Royalty,92
659,285pBltuF7vW8TeWk8hdRR,60,Juice WRLD,Lucid Dreams,1
660,28FGV3ORH14MYORd7s5dlU,7,Eminem,Not Alike ,7
661,28heol5hhOGj6KYbJrRteJ,1,Imagine Dragons,I Don’t Know Why,111
662,28irpKCCK9nn9DZSik2zEx,4,Drake,Glow,25
663,299lFlaAsNQdgbIZNPmIA0,6,Vince Guaraldi Trio,Christmas Time Is Here - Vocal,39
664,29ZZAShKhwRUuKULSNtxX6,1,6LACK,Switch,120
665,2A69wys3S9uiPSmn6UZWJn,13,Old Dominion,Written in the Sand,151
666,2AIWoHr9DF6y4KALCBKWQS,3,BTS,IDOL,78
667,2ANLarE8yHVsLWW21nj79M,42,Lil Uzi Vert,You Was Right,28
668,2AY1UAimvTqjJC8vDJsOyy,5,Becky G,Mayores,179
669,2Ae5awwKvQpTBKQHr1TYCg,2,Nause,Dynamite ,169
670,2Am26UXisQ91vBLYdqd7Pa,1,Lil Baby,Underdog (Lil Baby & Gunna),121
671,2AwyHlbA6f641SEkizD5JG,2,Lil Wayne,Dope Niggaz ,19
672,2BJSMvOGABRxokHKB0OI8i,31,Playboi Carti,Shoota ,27
673,2BSbCCbaSCzkOEZa6N5901,4,Juice WRLD,Flaws And Sins,51
674,2BgEsaKNfHUdlh97KmvFyo,19,Anne-Marie,2002,84
675,2BgZrbbAZxSnyE7U5efVrG,1,BTS,Intro : Persona,79
676,2BrzlUj1u1CtvaJDGIKpsP,12,Noah Cyrus,Make Me (Cry),55
677,2BuBXn15gj4MNYZydyWgrk,1,Pusha T,Come Back Baby,104
678,2C0KFbb4v9CNWR5c9jWcKC,2,Gorillaz,Andromeda ,115
679,2Ch7LmS7r2Gy2kc64wv3Bz,27,The Weeknd,Die For You,79
680,2ClE3QfsNx9p0zjPKxmUYq,1,DJ Khaled,Iced Out My Arms ,148
681,2D1MK9oaxy7axXggy3iVbp,3,Nicki Minaj,Rich Sex ,96
682,2D2w9943rsnJOGCrI4aMQp,5,21 Savage,My Choppa Hate Niggas,49
683,2DQ1ITjI0YoLFzuADN1ZBW,53,G-Eazy,No Limit,2
684,2DnH4XlEkghUdE8ymdVom5,2,Lil Wayne,Open Letter,21
685,2EEeOnHehOozLq4aS0n6SL,70,KYLE,iSpy ,2
686,2EGtBS7Ws3ajiSkJLviFJ4,5,ScHoolboy Q,CHopstix ,45
687,2EPbvVyo2qrrmeiEm57Cfl,1,Ty Dolla $ign,Don't Judge Me ,143
688,2EUNZfjPToKZIahK0WMLKd,16,MadeinTYO,Ned Flanders ,84
689,2EgB4n6XyBsuNUbuarr4eG,44,Rich The Kid,New Freezer ,31
690,2Egoo3acImq7hV6TfYV90E,2,Logic,Everybody Dies,94
691,2EhJijFUs0WUmNClDBpYJq,1,Juice WRLD,Make It Back,64
692,2EjXfH91m7f8HiJN1yQg97,4,Brenda Lee,Rockin' Around The Christmas Tree,10
693,2EoOZnxNgtmZaD8uUmz2nD,1,Soundgarden,Black Hole Sun,181
694,2Es3LsoQwFJNfpQYRWxfS9,3,Chucho Flash,Tu Sabes Que Te Quiero,118
695,2FUNBaa5DwItJtYEBgAblU,13,21 Savage,monster,16
696,2FY7b99s15jUprqC0M5NCT,31,Imagine Dragons,Natural,28
697,2FqqVHvC4eKrsk97vpMRid,2,Bazzi,Focus ,52
698,2Fxmhks0bxGSBdJ92vM42m,13,Billie Eilish,bad guy,1
699,2FzgbCcszptrQpdJOr2Soi,1,Logic,Icy ,41
700,2G7V7zsVDxg1yRsu7Ew9RJ,50,Drake,In My Feelings,1
701,2GGMabyHXnJmjY6CXhhB2e,36,Cardi B,Money,17
702,2Gl0FzuLxflY6nPifJp5Dr,11,Kygo,First Time,40
703,2Grb4G6t9VIqo6moKUloom,15,"Metro Boomin, 21 Savage, 21 Savage",Don't Come Out The House ,15
704,2H3wWrnO758y0fPH7Ilerg,7,XXXTENTACION,Depression & Obsession,34
705,2HbKqm4o0w5wEeEFXm2sD4,5,Kendrick Lamar,m.A.A.d city,121
706,2HsSzwrvvgiYSCdsYLiJWB,1,Tee Grizzley,Young Grizzley World ,172
707,2I3dW2dCBZAJGj5X21E53k,2,KIDS SEE GHOSTS,Kids See Ghosts,29
708,2IG6Te7JyvrtqhFeOF7le4,2,Future,Zoom,66
709,2IGr3q6ljcpLvHDFLtI0yW,1,Rae Sremmurd,Look Alive,193
710,2INqEk4ko5AsGVLBsiKiQe,15,Smokepurpp,Audi.,128
711,2IRZnDFmlqMuOrYOLnZZyc,30,Meek Mill,Going Bad ,2
712,2Ie7pnF3ZKNTde30TQWlWx,1,Eminem,Like Home ,68
713,2IjgKCbrk8CtqmsOC5DhVd,1,Meek Mill,Fuck That Check Up ,146
714,2IssBpPtHcViZL5vYQNHhA,5,Shawn Mendes,Like To Be You feat. Julia Michaels,128
715,2IuUMx3uxxJAHcH41aYtn0,10,Bing Crosby,Winter Wonderland,60
716,2Iug43iQrHN8CbGsUd2tEt,1,Imagine Dragons,Start Over,132
717,2Jh3UqxnHJMyzMzku4uOtE,13,Juice WRLD,Feeling,55
718,2JmFRXaJrkAUD2cs6U20KG,1,Mac Miller,Jet Fuel,175
719,2JvzF1RMd7lE3KmFlsyZD8,23,J. Cole,MIDDLE CHILD,1
720,2KKijf6Ett4kmVNJze2roh,2,Blanco Brown,The Git Up,68
721,2Kerz9H9IejzeIpjhDJoYG,4,Lana Del Rey,Love,57
722,2KokOIKdw4zZutDil85Ugh,2,Migos,White Sand,38
723,2KqJC0koTBUyDlsMt5ok1V,8,Thomas Rhett,Look What God Gave Her,70
724,2Kv3JWOzRJsaen5vjmTVJL,2,Ty Dolla $ign,Ex ,194
725,2KvHC9z14GSl4YpkNMX384,16,Drake,Do Not Disturb,30
726,2L9QLAhrvtP4EYg1lY0Tnw,1,Dean Martin,Rudolph The Red-Nosed Reindeer,168
727,2LKlHBPHxLG5ArAXfF148n,2,N.E.R.D,Lemon - Edit,183
728,2LNMhZ3YijTO7USmqjgJfG,1,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,148
729,2LOkdHHNKdEx24cQELBaD8,1,Migos,Open It Up,98
730,2LTlO3NuNVN70lp2ZbVswF,8,Kendrick Lamar,FEEL.,9
731,2LqoYvMudv9xoTqNLFKILj,1,21 Savage,good day,157
732,2LskIZrCeLxRvCiGP8gxlh,22,XXXTENTACION,Arms Around You ,6
733,2MF4HtZHBoUliOi9nOAbS0,1,A$AP Rocky,Purity,127
734,2MShy1GSSgbmGUxADNIao5,23,Kodak Black,Calling My Spirit,31
735,2MfcvcvWSUkstTDZXYIakq,1,Future,Transformer ,86
736,2N6bB5ck67CNILInUX1Ctw,2,Alessia Cara,Growing Pains,88
737,2Na0z2gfN67Rzf0vp74Wi3,4,Drake,Lose You,31
738,2Nfd2ITp4WkI1aoZlYpZwg,8,Future,I'm so Groovy,59
739,2NjO87HyT80fsgejd3PLYW,3,Troye Sivan,Dance To This ,82
740,2Ny2S1Qawr4QpzeuT62qK6,2,Tory Lanez,DrIP DrIp Drip ,183
741,2NyrXRn4tancYPW6JwtTl2,37,Tee Grizzley,From The D To The A ,100
742,2O1qYJTA2BI5ypFFqEZhh4,1,Lil Uzi Vert,Early 20 Rager,106
743,2OKo7g3KfmCt3kyLvUAL0g,2,NF,The Search,56
744,2OWVCFTolecLiGZPquvWvT,1,Bad Bunny,Estamos Bien,141
745,2OaKHGvIxoOzIYjyMsxcT8,1,Gunna,3 Headed Snake,114
746,2OluMwzMSfrOnyUFeR57QS,1,Sam Smith,Scars,143
747,2OsDoAzo5SGq10qwmKSQBv,2,Future,Jet Lag ,40
748,2OvV4NjEBRE9v8Oo7QeUCq,8,"Julia Michaels, Trippie Redd, Trippie Redd",Jump ,131
749,2P4OICZRVAQcYAV2JReRfj,1,Avicii,Waiting For Love,79
750,2P91MQbaiQOfbiz9VqhqKQ,107,Lauv,I Like Me Better,30
751,2PC9Tl8SWVO2yhDDtJcrAi,7,The Chainsmokers,Setting Fires,70
752,2PCKWNZYcwyFKd4lVRWE8k,1,Ski Mask The Slump God,LA LA,126
753,2PgMUAn2bBpm8gz6yAXvVL,1,The Chainsmokers,Kills You Slowly,108
754,2PqSNVmiEQpFkLoNPoDfwI,1,Rich Brian,Gospel,200
755,2PsZsnqSMXt4oKi0xHVvgF,1,Lil Yachty,BOOM!,93
756,2QApWGconWQE8BjaNfh7ik,1,Quavo,KEEP THAT SHIT ,185
757,2QEnZJ8FwpBoyLKcFcgceT,1,Future,Government Official,57
758,2QZ7WLBE8h2y1Y5Fb8RYbH,20,Shawn Mendes,In My Blood,11
759,2QbGvQssb0VLLS4x5NOmyJ,1,Denzel Curry,RICKY,191
760,2QgfDF0fQ4sskDthP8MG5w,3,21 Savage,asmr,64
761,2QpN1ZVw8eJO5f7WcvUA1k,2,The Jackson 5,Santa Claus Is Coming To Town,131
762,2QrXzOqLCVDRZHkToA0tSR,2,Dennis Lloyd,Never Go Back,73
763,2R7Gn3cjnPaVO0Oj8nsTDP,6,Ty Dolla $ign,Pineapple ,61
764,2RCp9QBnFSxdKe8RD4xF8s,1,Gorillaz,Momentz ,171
765,2RJfK2pOvGpnxC255YOy5k,1,Paramore,Rose-Colored Boy,191
766,2RSHsoi04658QL5xgQVov3,12,Imagine Dragons,Bad Liar,28
767,2Rk4JlNc2TPmZe2af99d45,9,Taylor Swift,ME! ,1
768,2RttW7RAu5nOAfq6YFvApB,10,Ed Sheeran,Happier,19
769,2S1LebN6AXXQqJolBxlWgO,6,Lil Dicky,Earth,25
770,2S2od3hT7ceytw7d1pTRuE,6,Noah Cyrus,Again,114
771,2SL6oP2YAEQbqsrkOzRGO4,12,Eminem,Venom - Music From The Motion Picture,21
772,2SbzdGpOKlH3HIAGTWTbwU,6,Ozuna,La Modelo,117
773,2TH65lNHgvLxCKXM3apjxI,4,Bad Bunny,Callaita,41
774,2TtWdYXulGcHCeUJUWwZ4M,1,Rae Sremmurd,Buckets ,141
775,2Tuc96S4JToUiQSLW3aMec,1,Kesha,Rainbow,177
776,2U3LJfQB0ALLxC7Yy0QW7l,1,Future,Unicorn Purp ,159
777,2UVbBKQOdFAekPTRsnkzcf,47,Migos,Stir Fry,2
778,2UWFCFlnz7n4CD1hWZDyIw,1,Luke Combs,Moon Over Mexico,183
779,2UbGTULrgk641ZzV4vWfXK,7,6ix9ine,TIC TOC,8
780,2UciqgwVDwro0fev3MFbxJ,8,J. Cole,ATM,3
781,2UwbhMie1EAYuTZ0QXeMwl,6,XXXTENTACION,Save Me,40
782,2UzQdfooGVIeGjqcUMOBWY,4,DRAM,Cash Machine,171
783,2VEsmoek0sol9MnJFyoG9e,1,Jonas Brothers,Burnin' Up,112
784,2VGD6mGeuv6aORaU0vKsHB,2,"Rich The Kid, Tory Lanez, Tory Lanez",Tic Toc ,130
785,2VIPU72L6tIR4w8J8ap6Kp,1,Brett Young,Mercy,166
786,2VKf0WEOpq06JE5PTNr9wa,5,Tee Grizzley,Jettski Grizzley ,61
787,2VdT56BGpdqNHUgOe1j5vc,21,Post Malone,Rich & Sad,5
788,2VxeLyX666F8uXCJ0dZF8B,39,Lady Gaga,Shallow,10
789,2W4yTO3qHdqyvbz2UxfIPh,1,Gorillaz,Submission ,153
790,2W6JHG3KGGPv82Bi2hAnSz,1,Rae Sremmurd,Chanel ,145
791,2WP8G2pdddDmnh1xbfKBOI,4,Drake,Finesse,23
792,2WQn7Yvs728KZmmY6tgWqH,2,Halsey,Eyes Closed,125
793,2WWruw7ul9N7eqoHELyMc2,2,G-Eazy,The Beautiful & Damned,105
794,2WqTKOAUmv7hz9ZzGnXHrY,1,Lil Baby,Realist In It ,150
795,2WyRfGeHo97VC5mP1BBSzr,4,Miley Cyrus,Mother's Daughter,13
796,2XMTqoHHSH0lvuXrvIEdco,6,FRENSHIP,Capsize,135
797,2XTquzYQAdT1Hk78bOUwsv,5,Eminem,Greatest,5
798,2XWjPtKdi5sucFYtVav07d,2,Zedd,365,74
799,2XaInsPPUkZRkY4uFJ3AHK,15,Gucci Mane,Met Gala ,54
800,2XlHu0HcujBCkWMdIAvrqt,12,Drake,Blem,8
801,2YK01AIIWuywG24gsbuizE,4,Post Malone,Congratulations - Remix,95
802,2YMhrXQYKkm4kXLcXKKd5z,27,Dustin Lynch,Small Town Boy,87
803,2YXEUNdnNLtFuf5gi3LnWm,1,Future,Good Dope,83
804,2YaOQzBkhejBu5d4CyGsfS,1,Jay Rock,Tap Out ,198
805,2Yer0p7uB2lVBUAtANuuQp,9,Social House,Magic In The Hamptons ,83
806,2Yl4OmDby9iitgNWZPwxkd,19,Cardi B,Be Careful,10
807,2YpeDb67231RjR0MgVLzsG,29,Lil Nas X,Old Town Road ,1
808,2YvvK0XLM6kFbmyciOEKWC,1,Joey Bada$$,ROCKABYE BABY ,173
809,2YzmfPLqUx5CJOaw5ThsBV,6,A$AP Ferg,Plain Jane REMIX,78
810,2Z8WuEywRWYTKe1NybPQEW,27,Twenty One Pilots,Ride,65
811,2ZRo7axmMPeSVUvDbGkJah,41,XXXTENTACION,Hope,28
812,2ZZsvbuTbdD3mMEIxlEbKT,1,G Herbo,Who Run It (Remix) [Feat. Lil Uzi Vert],169
813,2Za1AlJNvksouPPWbXpR2X,13,Macklemore,Good Old Days ,70
814,2ZdCrBA52bb4pIG3tOOZiQ,8,Lil Uzi Vert,Dark Queen,68
815,2ZltjIqztEpZtafc8w0I9t,1,Childish Gambino,3005,198
816,2aI2k39nfa3KFsa4JclQzw,1,BLACKPINK,DDU-DU DDU-DU,151
817,2aNdXtCtyoB2KrUh7pJYxO,1,21 Savage,Whole Lot,149
818,2aOPvzjpMwikBgngKcxsA9,2,XXXTENTACION,Introduction,105
819,2aPTvyE09vUCRwVvj0I8WK,1,A$AP Rocky,Sundress,125
820,2aR4gdgyCgacqHGqUZ91YS,1,Future,Talk Shit Like a Preacher,193
821,2bBMODHVTXGwE2aZYfbgCt,2,Gorillaz,Ascension ,121
822,2bQhVQbV7VBzSOPo8mbkUR,2,The Chainsmokers,Beach House,66
823,2bSk87AVkCIIC3Bcligq1z,25,Lil Baby,Life Goes On,105
824,2bjUEg4jBtKBlPdNrTAppI,5,5 Seconds of Summer,Easier,22
825,2bjwRfXMk4uRgOD9IBYl9h,46,Drake,Portland,2
826,2bwN9oZIn9XXSd8RlJ4FDM,1,PnB Rock,Lovin' ,146
827,2c09gumRCmu3qmbcqdQbUN,1,BROCKHAMPTON,THUG LIFE,199
828,2c3qwFINQyRGwyqI97UQiA,1,Trippie Redd,Forever Ever,73
829,2c5D6B8oXAwc6easamdgVA,1,Ty Dolla $ign,Don't Sleep On Me ,174
830,2cEmWBBlCfR9wWrY9JmTyt,6,ZAYN,Let Me,40
831,2cEnYJKLSZPH7MFSk6C05c,1,Chance the Rapper,Wala Cam,134
832,2cKovq3l6OJjhVVDbVKOsr,7,Hugh Jackman,The Other Side,90
833,2cOUlop2ZakjOKe4WinesN,39,Niall Horan,Slow Hands,28
834,2cYqizR4lgvp4Qu6IQ3qGN,89,Travis Scott,BUTTERFLY EFFECT,9
835,2d48mamATjby7wgPjdrSOQ,27,Thomas Rhett,Craving You,66
836,2dKtWPLZvbCzwLRliNn8UI,2,Trippie Redd,Can't Love,68
837,2dfHh7ECGxfNqZTQno09Vk,4,Ed Sheeran,Hearts Don't Break Around Here,28
838,2dfqS3MRtbLZSZA1IL8xY5,4,Drake,Skepta Interlude,36
839,2dgrYdgguVZKeCsrVb9XEs,2,Mac Miller,What's the Use?,65
840,2dpaYNEQHiRxtZbfNsse99,45,Marshmello,Happier,8
841,2drEUEg0TYQR6dDEHkpuPE,1,Tame Impala,Patience,97
842,2eAZfqOm4EnOF9VvN50Tyc,82,Lil Uzi Vert,The Way Life Goes ,8
843,2ekn2ttSfGqwhhate0LSR0,57,Dua Lipa,New Rules,20
844,2fGxYYMQbVqgIdaqfz2OwA,1,Miley Cyrus,Younger Now,139
845,2fQrGHiQOvpL9UgPvtYy6G,78,21 Savage,Bank Account,1
846,2fUZ3aMp8amSaV0mp8s6rQ,2,Nevada,The Mack,81
847,2fVHrSxsQbJUuj9MW9zG1e,20,The Chainsmokers,Who Do You Love,33
848,2fXwCWkh6YG5zU1IyvQrbs,1,SZA,Broken Clocks,152
849,2fkeWbM6iqTw7oGHTYm2lw,6,Drake,4422,18
850,2gTdDMpNxIRFSiu7HutMCg,3,"Machine Gun Kelly, YUNGBLUD, Travis Barker, YUNGBLUD, Travis Barker",I Think I'm OKAY ,102
851,2gXOzCwbVXACCaYRj4Qrep,1,Future,Temptation,129
852,2grjqo0Frpf2okIBiifQKs,3,"Earth, Wind, Fire",September,86
853,2gsNpSn7VvvJuSrIDfRoYy,5,Eminem,Kamikaze,10
854,2gwkD6igEhQbDQegRCcdoB,13,DaBaby,Suge,4
855,2gxqozTaq2NYylvS8jd57G,1,Camila Cabello,Into It,108
856,2h3i5tGUl6hMu572umjcGo,16,Wale,Running Back ,100
857,2hIFuoXhzcZGvmdtSE35lc,1,Huncho Jack,Best Man,158
858,2hJWZvTw4QVBwC14ZNs1Ib,23,Lil Pump,Flex Like Ouu,103
859,2hfuZh5FuIOFMoUPU01fjv,1,Lil Yachty,Harley,173
860,2hgk8iKN9UdoM4ILlJ9F5N,1,Jonas Brothers,Love Her,93
861,2hloaUoRonYssMuqLCBLTX,8,Ariana Grande,bloodline,6
862,2i3D8AJiOYTVCkIu1cOpsH,1,Logic,clickbait,122
863,2i4WKnGYntsN4jEvDjkKBE,1,Quavo,CHAMPAGNE ROSÉ ,167
864,2iUXsYOEPhVqEBwsqP70rE,63,5 Seconds of Summer,Youngblood,17
865,2iicKPnvOKfbJZJZtuQnjy,1,Juicy J,Neighbor ,183
866,2ijef6ni2amuunRoKTlgww,8,Becky G,Sin Pijama,101
867,2j5hsQvApottzvTn4pFJWF,32,Maroon 5,What Lovers Do ,9
868,2j8MsmmNqmc6UBEA54KOlY,1,Jeezy,American Dream ,164
869,2jB9QaPJyVdz2Q0Va8rrnU,14,Bebe Rexha,I Got You,63
870,2jIT1TfSIjVik7Qu1B6P5h,1,Gucci Mane,Make Love,186
871,2jTujnt0y344ai1rNOywgr,7,Drake,KMT,17
872,2jey6aQoRNao7Ou9ftOXFC,3,Lil Yachty,she ready,96
873,2jt2WxXMCD4zjACthkJQVE,10,Eminem,The Ringer,2
874,2kAIpGWnlFLQh48iut6Zzq,2,Khalid,Free Spirit,49
875,2l8nEO0vsTRCRnGqQty6qx,39,6ix9ine,FEFE,2
876,2lYTJK94hb0fd1LQtb6Dhk,7,David Guetta,Don't Leave Me Alone ,100
877,2lvOt6VAufWlstrqutilVb,1,Trippie Redd,Fire Starter,101
878,2meEiZKWkiN28gITzFwQo5,10,Ariana Grande,Into You,63
879,2mfahQ0EaaZWq4cFNg6A1o,12,Devin Dawson,All on Me,156
880,2n6red10oCd6YhlEUp6jXy,1,Jonas Brothers,Used To Be,80
881,2nLtzopw4rPReszdYBJU6h,2,Linkin Park,Numb,53
882,2oe6dDthgthqUkfL3czpEd,4,XXXTENTACION,"ALONE, PART 3",42
883,2oejEp50ZzPuQTQ6v54Evp,4,"The Chainsmokers, Bebe Rexha, Bebe Rexha",Call You Mine ,24
884,2of5xn0GU0TdFneR1saRLH,5,DJ Khaled,To the Max,29
885,2pE9IRjfPZuX3uUqFnE73L,2,6ix9ine,KANGA,79
886,2pJZ1v8HezrAoZ0Fhzby92,5,Ed Sheeran,What Do I Know?,24
887,2pXpURmn6zC5ZYDMms6fwa,8,"Perry Como, Mitchell Ayres, His Orchestra, Mitchell Ayres, His Orchestra",It's Beginning to Look a Lot Like Christmas ,37
888,2pnPe4pJtq7689i5ydzvJJ,10,Chuck Berry,Run Rudolph Run - Single Version,51
889,2pzuU8vLaG8W1P31X65ZP9,2,Big Sean,Voices In My Head/Stick To The Plan,50
890,2q0VexHJirnUPnEOhr2DxK,2,Frank Ocean,Biking,169
891,2qG5sZ7Si6sdK74qLxedYM,3,ROSALÍA,Con Altura,136
892,2qGfZAgDe1pV2y5xJAhi6R,18,YoungBoy Never Broke Again,Slime Belief,142
893,2qT1uLXPVPzGgFOx4jtEuo,55,Ariana Grande,no tears left to cry,9
894,2qcG0nZ6S3zZV0UrkY5nFo,10,Cardi B,Drip ,17
895,2qsQ8eVDPmobZpvDxQCVQu,3,Nicki Minaj,Barbie Tingz,21
896,2qwn6whaZf7gax7SaqUZSC,2,Future,Incredible,82
897,2qxmye6gAegTMjLKEBoR3d,22,Alec Benjamin,Let Me Down Slowly,41
898,2rPSFKzGeqUWwfcCFVkkq3,1,"Playboi Carti, Nicki Minaj, Nicki Minaj",Poke It Out ,144
899,2rUwQj4SWaP2anuGDtNpYR,2,Bryson Tiller,Self-Made,68
900,2rYyq0b3XWwmWl0k727OVG,1,Calvin Harris,Nuh Ready Nuh Ready,139
901,2rizacJSyD9S1IQUxUxnsK,12,The Chainsmokers,All We Know,29
902,2rxQMGVafnNaRaXlRMWPde,52,Luke Combs,Beautiful Crazy,61
903,2s76aKBWKShlwPC4xTtEEE,1,State of Sound,Wake Up Where You Are,180
904,2swZ0X1njeU32SNJeBKIfW,1,Aventura,Inmortal,186
905,2syQ0f4SAQdzvlAewPl1DJ,10,"Zedd, Liam Payne, Liam Payne",Get Low ,51
906,2t8yVaLvJ0RenpXUIAC52d,27,21 Savage,a lot,7
907,2tMBCYj22KxtmkAACIvvk4,1,BTS,Magic Shop,147
908,2tOOcDDYkh0PSjr6GwPEAJ,8,MAX,Love Me Less ,68
909,2tPcTFiQF9MbVUyjZ3zDhA,13,SOB X RBE,Paramedic!,16
910,2tnlNVAhuQGgoFJxALVeXx,5,Meek Mill,Uptown Vibes ,37
911,2u7mxWSeoqTXndK5e08jMp,63,Lil Skies,Nowadays ,30
912,2uBhGx3m5iJrtsql8Qk00j,1,Twenty One Pilots,Levitate,112
913,2uFaJJtFpPDc5Pa95XzTvg,5,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,61
914,2uev0LUP98t1npGu4GkaVT,1,Rich The Kid,4 Phones,145
915,2v5JTeM6hSmi5wWy7jiwrI,8,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),119
916,2vHfabj6nFebekTYODqntl,4,5 Seconds of Summer,Want You Back,53
917,2vQwlW8H1jFveGNXwZfJCV,3,XXXTENTACION,Dead Inside (Interlude),63
918,2vXKRlJBXyOcvZYTdNeckS,6,Gesaffelstein,Lost in the Fire,7
919,2vaMWMPMgsWX4fwJiKmdWm,7,A Boogie Wit da Hoodie,Undefeated ,81
920,2vdBo4ALPYbHRUPKgtE5iC,7,Ariana Grande,ghostin,9
921,2vs5ubqg8QUbfyWZpMfvWe,1,Future,Astronauts,58
922,2vsuel3g4zaLYSOY0mOMbi,2,Khalid,Bad Luck,36
923,2wOXxtHZgRkkrkEbKLzzqs,4,21 Savage,1.5,52
924,2wSQyp6VzUopSFBinRo1iD,1,Kehlani,Distraction,157
925,2wXhdaTnmkkFSOidKfnOxA,1,HAIM,Want You Back,173
926,2wZjsbwmWfNVslgV5afl1L,1,Lil Baby,Out The Mud,49
927,2weuLbzYrptvPuAWykOI0V,1,Sam Smith,One Day At A Time,175
928,2x0RZdkZcD8QRI53XT4GI5,11,Avicii,SOS ,11
929,2x0WlnmfG39ZuDmstl9xfX,13,Taylor Swift,End Game,29
930,2xEvCnhZMxvvRwaF4le8UV,1,Lil Yachty,COUNT ME IN,159
931,2xLMifQCjDGFmkHkpNLD9h,47,Travis Scott,SICKO MODE,1
932,2xRyZfWe9bnRfH1ZfhYO98,1,6LACK,Sorry,189
933,2xbI8Vmyv3TkpTdywpPyNw,34,PnB Rock,Selfish,47
934,2yLa0QULdQr0qAIvVwN6B5,21,Taylor Swift,...Ready For It?,6
935,2yQZwi1P8AkkxxFhQ8rMEK,17,LANCO,Greatest Love Story,119
936,2ySRRtrAwDUF4FipiF1Djt,1,Chance the Rapper,My Own Thing,153
937,2yZax79pOrYuyIFVW2cZY2,16,XXXTENTACION,Carry On,38
938,2ya9d4B06EQ8Fpj5SSqiTH,1,Future,Drip on Me,142
939,2ycWek3FNNVHBhz2TcnOzZ,3,Logic,Wizard Of Oz,30
940,2yg9UN4eo5eMVJ7OB4RWj3,4,Drake,Survival,8
941,2yuyaYAELoMG4ApV5wJsWR,10,Gucci Mane,Curve ,44
942,2z3joGXrdGL2iEjIKQTiN1,2,J. Cole,Ville Mentality,146
943,2z4pcBLQXF2BXKFvd0BuB6,15,Jason Derulo,Tip Toe ,91
944,2zIAPysksDdMAiG33qH6kW,1,Logic,Ordinary Day (ft. Hailee Steinfeld),110
945,2zLIP4R6Yt3afkyh7uhmar,1,Cheat Codes,Put Me Back Together ,192
946,2zXRAZvUb2B5PzJGwCtFe0,5,Lauv,Chasing Fire,115
947,2zYs4BonN2ydkbrRk333SN,1,WizKid,Come Closer,185
948,2zYzyRzz6pRmhPzyfMEC8s,1,AC/DC,Highway to Hell,165
949,300zfRaCgTmEm5Eqe3HqZZ,2,"Ray Parker, Jr.",Ghostbusters,95
950,30MM5jWpUmOxtTNd9Ey5LZ,38,Thomas Rhett,Unforgettable,38
951,30z4LVkScpeNhwHFIB8Ewa,6,Joyner Lucas,I Love,112
952,312WNtMs3F28cUukaPY9bo,2,Khalid,American Teen,180
953,314ZkcV7oLWG8yWE7LABvH,2,BTS,Make It Right,54
954,31VOknKjFrEX47bZXzqcoF,1,Imagine Dragons,Next To Me,144
955,31suvgK8vvhfVXyEa2JpH8,1,Future,Testify,154
956,32iPykTXUNZ9oGyACGUybq,2,Offset,How Did I Get Here ,64
957,32lItqlMi4LBhb4k0BaSaC,101,Post Malone,Candy Paint,4
958,32zhF8yXc1lej5EcudJXp7,1,Lil Pump,Back ,123
959,33DzKnwuBE6lfOiADwzd5E,1,The 1975,TOOTIMETOOTIMETOOTIME,198
960,33IOhptvC2Qoy2UhjiHXLV,13,David Guetta,Flames,140
961,33KJ2xFYONOlIYDBg6wPx8,2,HRVY,Personal,157
962,33NEAJosK5zyLY2D4OG7AE,1,YG,SLAY ,177
963,33SNO8AaciGbNaQFkxvPrW,2,Harry Styles,Kiwi,97
964,33b2wX9d0kxqxhi7lcsC1A,1,Ozuna,Unica,138
965,33bURv895AN4FkBvgFo2dx,2,Harry Styles,Woman,93
966,33i3xxHB4YSYGYbtJrwwO8,1,"Tyler, The Creator",Foreword,102
967,340UVheS8z3ncW9TTUhAbc,6,Halsey,Nightmare,10
968,343YBumqHu19cGoGARUTsd,65,Drake,Fake Love,2
969,34I0nBvoE0ZXmqbKiJ5BWS,1,Joyner Lucas,Stranger Things,163
