,spotify_song_id,weeks_on_chart,artists,name,peak_position
643,3myCKLr7C1sgY0RXNdC7hA,13,Mark Ronson,Nothing Breaks Like A Heart,43
644,3n2A6l4UayVe3GGKCvfQWV,13,Justin Moore,Somebody Else Will,59
645,3nBXOlFTADNvG9nkqy2O2W,12,Dierks Bentley,"Woman, Amen",53
646,3nc420PXjTdBV5TN0gCFkS,5,Martin Garrix,Ocean,78
647,3ncgNpxLoBQ65ABk4djDyd,19,Famous Dex,Pick It Up,54
648,3oDkdAySo1VQQG0ptV7uwa,8,Juice WRLD,Lean Wit Me,68
649,3ojTJaonfkL96iIWa47SU3,13,Chris Brown,Questions,78
650,3p6JF5nt0bZOSgZRONNZp0,1,6ix9ine,RONDO,73
651,3pJkBPHadRAxBBo484RipI,15,Thomas Rhett,Sixteen,42
652,3pjUyVbFmM96tYhSaKJwTt,1,J. Cole,Change,83
653,3pndPhlQWjuSoXhcIIdBjv,1,Russ,What They Want,98
654,3pq5dd3Hwg2uJ3d63v9YRx,2,Gunna,One Call,56
655,3qN5qMTKyEEmiTZD38BNTT,16,Drake,I'm Upset,7
656,3qTmB5HxP9ilJaiM6B1yuk,19,Scotty McCreery,Five More Minutes,44
657,3qmm9AdG0TnShv0drgXNIQ,2,Queen Naija,Karma,63
658,3rFF7kSm5qBOOPs6ljFgPp,1,J. Cole,The Cut Off,28
659,3s3VVLE1kB7Xk2AoJKlGmr,1,Logic,Overnight,68
660,3s7MCdXyWmwjdcWh7GWXas,2,Kanye West,Violent Crimes,27
661,3sA7HKGzcKTVscdiTCrWpX,19,YoungBoy Never Broke Again,Outside Today,31
662,3swc6WTsr7rl9DqQKQA55C,39,Post Malone,Psycho,1
663,3szf2z1Cy1QMrtHrbn8rz9,3,Drake,Elevate,14
664,3tNE4i6TBqMdyTZxHDAn9B,27,Ava Max,Sweet But Psycho,10
665,3tZ4zv4UuenjJGSNUMfBNG,1,Future,XanaX Damage,98
666,3tZs3nVjySLbL320lP4mvs,1,H.E.R.,Focus,100
667,3tbNT2X5tfMIVeUflYbZUZ,14,Halsey,Alone,66
668,3tcoEYOZUHKB3RKNByIN13,1,Lil Uzi Vert,For Real,82
669,3to5UxKsozb4T6CfwHuhLJ,1,Lil Mosey,Kamikaze,97
670,3u2rgzPzq1mf0TM7faP0NX,2,Young Thug And Travis Scott,Pick Up The Phone,65
671,3umS4y3uQDkqekNjVpiRUs,15,Nicky Jam,El Amante,92
672,3wAI7MIQtTgwcRmwchPZBc,1,"Big Sean, Metro Boomin",Go Legend,67
673,3wFLWP0FcIqHK1wb1CPthQ,2,Ariana Grande,Fake Smile,26
674,3wGXyJGsCf1myH5MooQIqE,19,Tay,The Race,44
675,3wLtYwtqvKK2ewelSVPeDK,2,Roddy Ricch,Die Young,99
676,3wScL5W8H40zzCKN0atfBk,20,Lil Wayne,Uproar,7
677,3wdfLVUhmX64lIyWIIEW8s,5,"Quavo, Lil Yachty",Ice Tray,74
678,3x3LDwksbVDJW0P1dAmX4u,17,Alessia Cara,How Far I'll Go,56
679,3xEozpt8pAptvpH69iJhOw,1,Ozuna,Amor Genuino,92
680,3y9cCbnBn0zjkJa2YkOj70,1,"Nicki Minaj, Mike WiLL Made",Black Barbies,97
681,3yjpv3Rk2gkHhfhgBjiUKS,1,Bhad Bhabie,Hi Bich,68
682,3zPgAKn5tbmCuCKrR3r7qE,3,Jhene Aiko,Triggered,51
683,40Rpg3LkZwwzuHJ3GdjMma,1,Kodak Black,Gnarly,88
684,40Zb4FZ6nS1Hj8RVfaLkCV,1,French Montana,Slide,90
685,40oKW22ZNNkEdZLJTScaQI,25,Kodak Black,Roll In Peace,31
686,41MCdlvXOl62B7Kv86Bb1v,3,Juice WRLD,Empty,41
687,41a7dZcq30Ss5kPMayWRV0,2,Drake,That's How You Feel,37
688,41zXlQxzTi6cGAjpOXyLYH,3,Billie Eilish,idontwannabeyouanymore,96
689,421ebjYqaIXEG2KloTbXlH,2,"Tim McGraw, Faith Hill",Speak To A Girl,61
690,42fw0rxRO2xbesF6mJfd4Y,50,Dan + Shay,Tequila,21
691,42k9e2hgl98IdgkXLg4pxs,1,Metro Boomin,No More,79
692,43CFDpciGFDm226POTLEXU,9,Brett Eldredge,Love Someone,52
693,43ZyHQITOjhciSUUNPVRHc,23,Lil Pump,Gucci Gang,3
694,43dOwOq0mB4i6j4SpcSkqC,1,Migos,Higher We Go,83
695,43zdsphuZLzwA9k4DJhU0I,32,Billie Eilish,When The Party's Over,29
696,44Du2IM1bGY7dicmLfXbUs,1,Drake,Final Fantasy,56
697,44KKhCyI0BGS6LvVyDqJtH,12,Lil Pump,Esskeetit,24
698,44lusH2vzc4sRAwsooRhPh,1,The Carters,Nice,95
699,45CCe4gu08OYG1I4MH8TU6,1,Meek Mill,Trauma,61
700,45Egmo7icyopuzJN0oMEdk,51,"Khalid, Normani",Love Lies,9
701,45RbAX2KxbPdNwUgeYA69j,1,YoungBoy Never Broke Again,Preach,98
702,45XhKYRRkyeqoW3teSOkCM,21,DJ Khaled,Wild Thoughts,2
703,46pF1zFimM582ss1PrMy68,2,Darlene Love,Christmas,43
704,48tAdjG4ng2JfECa7OQujk,20,Brantley Gilbert,The Weekend,64
705,48zFZh27QU5qsrBjn4C2FA,2,"Ozuna, Manuel Turizo",Vaina Loca,94
706,498ZVInMGDkmmNVpSWqHiZ,4,Florida Georgia Line,May We All,42
707,4AEzAEnbm9uRgbmTdeI63K,1,"PnB Rock, XXXTENTACION",Middle Child,91
708,4AFgK4wP1iD5i8BYaLr9Vf,2,Future,You Da Baddest,38
709,4ANFPo7dzs2DdPuONXC9bp,1,Future,Please Tell Me,87
710,4AtZRwSR8BOTTQg5ihSggt,8,6LACK,Prblms,72
711,4Az17HfqonKSWNsaLgTBeK,11,Darius Rucker,If I Told You,53
712,4B8vU5oDXVxO5OkLAI4aLx,1,21 Savage,Out For The Night,88
713,4BHSjbYylfOH5WAGusDyni,3,Kendrick Lamar,Yah.,32
714,4BHzHISX21PYwGXiBEUQ70,2,Migos,BBO,48
715,4BdGO1CaObRD4La9l5Zanz,20,Foster The People,Sit Next To Me,42
716,4CdfFYzaAJ0y0beKzmgJSn,3,Alice Merton,No Roots,84
717,4Ce37cRWvM1vIGGynKcs22,9,"Hailee Steinfeld, Grey",Starving,17
718,4D4xJ4LyDXBWIf9thFSMAJ,10,Rascal Flatts,Yours If You Want It,71
719,4DTpngLjoHj5gFxEZFeD3J,13,Kodak Black,Codeine Dreaming,52
720,4E3qImtJzRqLt8ZZyLceOE,1,Lil Wayne,Perfect Strangers,86
721,4EAV2cKiqKP5UPZmY6dejk,13,"Logic, Marshmello",Everyday,29
722,4F6yN5FsFW10Ucx7cLCzBh,1,Lil Baby,Ready,66
723,4F7A0DXBrmUAkp32uenhZt,15,The Weeknd,Party Monster,36
724,4F8V44j8cbjHnXjfW2HruU,2,The Carters,Boss,77
725,4GkkxswcdEt1tkSyiRzgnC,8,Future,Draco,46
726,4H0vNUFcHPz5lytcLjwqkr,8,Maren Morris,Rich,62
727,4H7WNRErSbONkM06blBoGc,4,Post Malone,Stay,17
728,4HG1YiGBseVKzjyKcmAJen,2,Drake,Summer Games,28
729,4HbiCvH1R7mVOJ7KY7JQBD,19,6ix9ine,Gummo,12
730,4HfaOznGhHYWqPtpLYz2PB,1,Future,Rocket Ship,79
731,4I5Hn34v6foGP3ta9Xx0rN,12,Mariah Carey,All I Want For Christmas Is You,3
732,4IdAIZRVkwuQQnHpi529cn,1,Bryson Tiller,No Longer Friends,98
733,4JjIIBNoho0V2gZjH4nEzR,16,Michael Ray,Think A Little Less,54
734,4KTU5aa5s547f1JF5DImhF,1,Justin Timberlake,Man Of The Woods,73
735,4KX8vXbouybtUptEyYxtIk,1,Kodak Black,MoshPit,58
736,4Km5HrUvYTaSUfiSGPJeQR,31,Migos,Bad And Boujee,1
737,4KpKyRFwN0gcwj58Uqjv7q,1,XXXTENTACION,Staring At The Sky,68
738,4Kw3CztmD15X1QGDnnHmLD,1,Migos,Auto Pilot,85
739,4L9Ds4mpD3SuYoWwFUlv16,20,Florida Georgia Line,Simple,32
740,4LiMQ6G9n84rDUBs9wtwz6,19,Jordan Davis,Singles You Up,50
741,4LmAnpjlhWTahvRkYR8xJa,5,"ScHoolboy Q, 2 Chainz, Saudi",X,49
742,4MXhiYIRDMGAuvZc5IFTwC,1,Travis Scott,Astrothunder,48
743,4NBTZtAt1F13VvlSKe6KTl,20,The Chainsmokers,This Feeling,50
744,4NN6N5TxBO5k9uqu0W4gfQ,1,ScHoolboy Q,Floating,67
745,4NdXQlDTzxbOMkzJGWFtz3,2,Lil Pump,Butterfly Doors,81
746,4NiehSBQthimPzRsVeOgCT,1,Troye Sivan,My My My!,80
747,4O1uCappFiU3bisYUdUBWy,2,YoungBoy Never Broke Again,I Am Who They Say I Am,69
748,4OBZT9EnhYIV17t4pGw7ig,19,Daniel Caesar,Best Part,75
749,4OafepJy2teCjYJbvFE60J,25,Ariana Grande,Breathin,12
750,4PJ3umtW1aWdfh5EITHc6T,6,"Nicky Jam, Ozuna",Te Robare,91
751,4PS1e8f2LvuTFgUs1Cn3ON,9,Nat King Cole,The Christmas Song,11
752,4PxDHEEyHgYC6NUgqMtDFy,1,"Nick Jonas, Nicki Minaj",Bom Bidi Bom,54
753,4PzovBqgnSHKd8opsP7IVM,20,YFN Lucci,Everyday We Lit,33
754,4Q3N4Ct4zCuIHuZ65E3BD4,20,Kodak Black,Tunnel Vision,6
755,4Q8aDd3H6LF8t4eY7So9O8,1,"Marshmello, Tyga, Chris Brown",Light It Up,90
756,4QIo4oxwzzafcBWkKjDpXY,4,Billie Eilish,Xanny,35
757,4RGacGFT2ztXhGgzeaYzIR,1,Metro Boomin,Up To Something,100
758,4RVbK6cV0VqWdpCDcx3hiT,2,KIDS SEE GHOSTS,Reborn,39
759,4Ro98RCK90oHqqSZUnTFq5,28,Liam Payne,Strip That Down,10
760,4S8d14HvHb70ImctNgVzQQ,12,"Kanye West, Lil Pump",I Love It,6
761,4SSnFejRGlZikf02HLewEF,20,Billie Eilish,Bury A Friend,14
762,4STaHtfguDMkWbPEo6Fwcx,7,PARTYNEXTDOOR,Not Nice,82
763,4SUwJA3eUVNHExxMPEUhQe,1,Drake,Ratchet Happy Birthday,51
764,4T5Z4mbTe7kuGqgLpaRtTh,30,Jason Aldean,Any Ol' Barstool,52
765,4T652DlATVHe0jdLKaN3Bw,2,Ariana Grande,In My Head,38
766,4TWflhgevIGo448fWc6mQq,3,Offset,Red Room,49
767,4U6ubKsTd8RBDP5tPPhh7I,3,DJ Khaled,You Stay,44
768,4VFE6ZNqa8jHAmbYICoAFg,19,Florida Georgia Line,"God, Your Mama, And Me",46
769,4VJ7mnW4wjjIgPBM6KWvPu,1,DJ Khaled,Do You Mind,57
770,4VUwkH455At9kENOfzTqmF,27,Bazzi,Beautiful,26
771,4VXIryQMWpIdGgYR4TrjT1,20,Juice WRLD,All Girls Are The Same,41
772,4VuS959DSpr82t3qBqCrWG,1,Ed Sheeran,Supermarket Flowers,75
773,4Vxu50qVrQcycjRyJQaZLC,14,Thomas Rhett,Life Changes,36
774,4W598w0KcHVG5Nwqk0qMpj,1,"Future, Young Thug",Three,100
775,4W9XGjEUVG9junR70FOLii,1,Offset,Lick,86
776,4XWnHzCRfRjaHRsTNeh3WR,10,Carrie Underwood,Love Wins,83
777,4XaW4jIud5YxwV4QRJOb40,1,Future,Super Trapper,91
778,4YwNf1fLZt9IQhJeHNWfBi,1,J. Cole,Intro,53
779,4ZT9FnbFu1PaBfV3itxiqT,4,Lil Skies,I,39
780,4a1oIihVt6xSnDRpgX387M,17,Dierks Bentley,Burning Man,45
781,4at3d5QWnlibMVN75ECDrp,1,6LACK,Pretty Little Fears,76
782,4atJ40xfasjdM9ZF3p07BV,1,Big Sean,Halfway Off The Balcony,74
783,4au7FRcgZzChASRYu279xH,20,"Daddy Yankee, Katy Perry",Con Calma,22
784,4axYWgXASdsCBHuwInAubT,1,XXXTENTACION,I Don't Let Go,51
785,4bTZeO72FwMa6wKOiqoynL,2,Sech,Otro Trago,81
786,4c2xt1trwYZpMqPWY35Xi9,2,Drake,Jaded,32
787,4caEPudXQ1xDd1garjHPFv,1,Kris Wu,Like That,73
788,4cbdPT6uaBOgOQe3fLMofl,2,"SZA, The Weeknd, Travis Scott",Power Is Power,90
789,4ckQIgBy1gVeevf7UAereE,1,Miranda Lambert,Tin Man,75
790,4ckuS4Nj4FZ7i3Def3Br8W,6,Drake,Sneakin',63
791,4cxMGhkinTocPSVVKWIw0d,19,Russ,Losin Control,62
792,4dVpf9jZjcORqGTLUaeYj9,24,A$AP Ferg,Plain Jane,27
793,4diq7aFRo9Tz4IVEOTfwg7,9,Lady Gaga,Always Remember Us This Way,41
794,4e7JLa1vSJueWRw9KJZXye,7,Garth Brooks,Ask Me How I Know,71
795,4eWQlBRaTjPPUlzacqEeoQ,36,Camila Cabello,Never Be The Same,6
796,4f1XXGjZZ9EkFkrbPJek6X,1,21 Savage,Gun Smoke,93
797,4f3fb3alVLFc8Ga4ncpg7x,8,Morgan Evans,Kiss Somebody,53
798,4f8Mh5wuWHOsfXtzjrJB3t,1,"Tyler, The Creator",I Think,51
799,4fZxGiES1FKbNqJPrI4L3s,1,Logic,BoomTrap Protocol,97
800,4g32MdRoqwGKQd3NXIRhpU,1,Eminem,Good Guy,67
801,4gB7HrYHbJVJ5RFOjxmoq4,20,Luke Combs,One Number Away,34
802,4ggiDYAkJ7Yk8d5xOr7Xjo,3,Reik,Me Niego,77
803,4gmmRb6bZJffOOiww1JGTO,11,"21 Savage, Metro Boomin",No Heart,43
804,4h7qcXBtaOJnmrapxoWxGf,2,Joyner Lucas,Isis,59
805,4h90qkbnW1Qq6pBhoPvwko,1,The Weeknd,Sidewalks,97
806,4hQ6UGyWQIGJmHSo0J88JW,26,Selena Gomez,Back To You,18
807,4hXAK3mjFVFOOiJQ3rKAXi,4,Nosed Reindeer,Rudolph The Red,16
808,4hXDobvUaXyDFLnmecoY0z,8,"Tyga, Nicki Minaj",Dip,63
809,4haJoBPbPj9QFKNpp9e8kx,3,Drake,Diplomatic Immunity,7
810,4hqOmrCCJKyiuwDexd8c2t,1,NAV,Price On My Head,72
811,4iDtAYDLJWM2TrTERKPvFq,1,Meek Mill,We Ball,96
812,4iLeL1aYGcQBsYcWIhXIUO,1,Kane Brown,Found You,80
813,4iQ5gmTAzWfK8JyFC2LBox,2,Meek Mill,What's Free,20
814,4iVD0fTHGxV9JWloujsL3s,3,Nipsey Hussle,Double Up,65
815,4iYRa2btalAzPZoSYfROqF,3,Kendrick Lamar,XXX.,33
816,4j3GWI86JvSaF0BLdmgcfF,5,Childish Gambino,Summertime Magic,44
817,4jvjzW7Hm0yK4LvvE0Paz9,11,"Lil Peep, XXXTENTACION",Falling Down,13
818,4kUZvXB3LC3an3HX6h0s17,1,KIDS SEE GHOSTS,Cudi Montage,69
819,4kV4N9D1iKVxx1KLvtTpjS,19,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2
820,4keoy2fqgwGnbWlm3ZVZFa,1,"Zedd, Elley Duhe",Happy Now,90
821,4knL4iPxPOZjQzTUlELGSY,22,Yo Gotti,Rake It Up,8
822,4ksuI04WMvUnJbHQjgs3L5,3,Drake,Talk Up,20
823,4l62h4tiuUwn7eD6hxMlVQ,2,Jake Paul,It's Everyday Bro,91
824,4lFfMRH0YH4pW5gczTDbNC,20,Queen Naija,Medicine,45
825,4lc61NBCDzy2srBHDQeTfN,1,Future,Racks Blue,76
826,4lnAN2S1fcI0SjxEbksZVr,12,Selena Gomez,Fetish,27
827,4m8J8neN8ol8iiqi5m1LA3,4,"Yella Beezy, Gucci Mane, Quavo",Bacc At It Again,87
828,4mHgYpuGHu99Mw69E83CP2,3,Trippie Redd,Taking A Walk,46
829,4mU5iXHeLgbR94siF7p1sY,1,The Weeknd,Six Feet Under,94
830,4mUIe9gfsdtsVP2zFIl74x,1,Juice WRLD,Maze,65
831,4n0xztUAbHPUV8G3NQvF30,14,Dan + Shay,How Not To,57
832,4n1bdaKwynQndm47x5HqWX,3,Drake,Blue Tint,30
833,4nrg60oftaZJqgKvGd9eaB,20,Yella Beezy,That's On Me,56
834,4nxgA1nvXvTkmsBY0vJV57,12,Lauren Alaina,Road Less Traveled,67
835,4oLuMvGQ4WJfU2s4OM6nfE,1,Migos,Culture,93
836,4oM9DGUTrRaXJDypxxHztZ,3,Bryce Vine,La La Land,90
837,4pCEIQ6wBVuaJdER5bALtO,5,Lil Uzi Vert,That's A Rack,76
838,4pWb8UZ6IPVJA3CPjCNgzq,7,Keith Urban,Coming Home,50
839,4paAidoE8VAemwU4jgCc6l,2,21 Savage,All My Friends,67
840,4pcNiazsgWCUQhneP55nvf,1,Major Lazer,Run Up,66
841,4ppTAJUbNXELZcoUaL90wo,2,The Weeknd,Try Me,26
842,4qKcDkK6siZ7Jp1Jb4m0aL,25,BlocBoy JB,Look Alive,5
843,4qQwGRtGT7l6ckQtdPEFd4,18,Florida Georgia Line,Talk You Out Of It,73
844,4qRaZYiaOsSvWC7VgcxrI0,8,Fitz And The Tantrums,HandClap,53
845,4qWCFTuNnmGNdY4egtb4ZY,2,Post Malone,Otherside,46
846,4qknM1pQz53QOyfDVTjcM9,2,Shakira,Me Enamore,83
847,4rHmKlFRiFzabiVO6e9w2e,6,Katy Perry,Bon Appetit,59
848,4so0Wek9Ig1p6CRCHuINwW,2,Bing Crosby,White Christmas,34
849,4uTvPEr01pjTbZgl7jcKBD,3,Ariana Grande,NASA,17
850,4vaxvNDaLSoD36iZX515ug,19,Lil Xan,Betrayed,64
851,4vb4mFvYsr2h6enhjJsq9Y,16,Adele,Water Under The Bridge,26
852,4vjpLMyL3ZO6aphdYr8XYw,6,"Lauv, Troye Sivan",I'm So Tired...,81
853,4vwfOiyWxXeEdx4ejAJgdx,1,Huncho Jack,Eye 2 Eye,65
854,4w8niZpiMy6qz1mntFA5uM,26,DJ Snake,Taki Taki,11
855,4wFjTWCunQFKtukqrNijEt,21,"Migos, Nicki Minaj, Cardi B",MotorSport,6
856,4xBjsLUSjcx2h7PcRikpQp,1,Camila Cabello,OMG,81
857,4z8sz6E4YyFuEkv5o7IJni,1,Pentatonix,"Mary, Did You Know?",45
858,508oFmt92FyICj6pZiWQwC,5,"Steve Aoki, Louis Tomlinson",Just Hold On,72
859,50wkDxcIfamIajKwmgp0iB,2,YG,Handgun,98
860,51ChrwmUPDJvedPQnIU8Ls,2,Ed Sheeran,Dive,49
861,51RN0kzWd7xeR4th5HsEtW,1,"Tyler, The Creator",Igor's Theme,67
862,51rXHuKN8Loc4sUlKPODgH,20,"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead,21
863,51w9Jbat1pLeWINGCpnQUR,16,"Tory Lanez, Rich The Kid",Talk To Me,43
864,5274I4mUMnYczyeXkGDWZN,13,"Future, Juice WRLD",Fine China,26
865,52i143Ph5c3RQaQFBXWix1,1,Lil Baby,Word On The Street,98
866,52ioLaTnO2J7BWY8UN2n9D,18,Eric Church,Round Here Buzz,56
867,52okn5MNA47tk87PeZJLEL,27,NF,Let You Down,12
868,53xAT6jud1w0NqlBjSW4VB,3,"China Anne McClain, Thomas Doherty, Dylan Playfair",What's My Name,61
869,53yTYusPQJ1AApL1hi0Dnc,16,Luke Bryan,"Sunrise, Sunburn, Sunset",35
870,543bCW2ruMPmxUBWirQ3MR,4,Ed Sheeran,Cross Me,34
871,55n9yjI6qqXh5F2mYvUc2y,22,"Zayn, Taylor Swift",I Don't Wanna Live Forever,2
872,56eGOeSsqdg3FLxdo83TwV,15,Lee Brice,Rumor,25
873,575NJxNUVDqwJGdzBrlLbv,16,"Shawn Mendes, Zedd",Lost In Japan,48
874,577YBGuskWkVDCxZrLRB4v,16,Lil Baby,Pure Cocaine,46
875,57IRaiAB4hBZu3gnNVZC0v,17,YoungBoy Never Broke Again,No Smoke,61
876,57nOpVSc3j9o03Cr928ZM4,1,XXXTENTACION,What Are You So Afraid Of,65
877,58QhkbaAkLFnn7JwAnAato,4,Eminem,Fall,12
878,58TaFP5j5i9swOf584yon2,1,Travis Scott,Houstonfornication,53
879,58kZ9spgxmlEznXGu6FPdQ,3,The Chainsmokers,Sick Boy,65
880,58oryymPZNdtS2z8Une6NJ,12,Chris Brown,Undecided,35
881,58q2HKrzhC3ozto2nDdN4z,51,"Cardi B, Bad Bunny, J Balvin",I Like It,1
882,58spuRyMUsjKHQHEGwLC99,7,Maren Morris,80s Mercedes,74
883,58zsLZPvfflaiIbNWoA22O,7,Rag'n'Bone Man,Human,74
884,59XHPyb0MTMElZpkG0Wp69,1,Kevin Gates,Change Lanes,68
885,59ljpSFcgtfWJKS3vqG27R,2,Sam Smith,Pray,55
886,59ywHNwwchG4nZJMLyxSzd,11,Offset,Clout,39
887,5A6BJLZArq1MPjsnmcuk5f,27,MAX,Lights Down Low,20
888,5ASM6Qjiav2xPe7gRkQMsQ,3,The Ronettes,Sleigh Ride,26
889,5AnSllIrgGsCZzZJkVnApx,18,Chase Rice,Eyes On You,38
890,5BQrp63SHCVf4bzCzJePne,3,Lil Wayne,Don't Cry,5
891,5C6uh95eAL0RBTSGXKQwvk,16,Josh Turner,Hometown Girl,56
892,5CEdlxtMWIMAuUWnvPRjEM,8,Lil Wayne,Mona Lisa,2
893,5Cg98kiDYtCEHmjcKD0CJD,3,Lil Skies,I Know You,79
894,5DTOk0tCrmicVQP4mc6hkr,1,Meek Mill,Championships,70
895,5DZwnLxHjWTZaz9jOpRhxb,11,AJR,Weak,73
896,5DfWF0jqMgZDCiu9zJENTA,20,Cardi B,Ring,28
897,5DqdesEfbRyOlSS3Tf6c29,1,Ali Gatie,It's You,97
898,5Fhe63YOMZsGdB3CgCDuBi,1,Luke Combs,Even Though I'm Leaving,62
899,5FlmoOiXokZHJvESrFbsyg,4,6ix9ine,MAMA,43
900,5GBuCHuPKx6UC7VsSPK0t3,20,Blueface,Thotiana,8
901,5GG3knKdxKWrNboRijxeKF,1,Bryson Tiller,Run Me Dry,91
902,5Gu0PDLN4YJeW75PpBSg9p,21,"Hailee Steinfeld, Alesso",Let Me Go,40
903,5HDPtsnyb3maFmPL8LLUTG,1,Ed Sheeran,New Man,72
904,5HeKOKc4phmLn8e4I7EkzD,1,twenty one pilots,My Blood,81
905,5I30ByMf5nhgbSokY1EZiN,1,Young Thug,Anybody,89
906,5IaHrVsrferBYDm0bDyABy,29,Tyga,Taste,8
907,5Il6Oe7lr5XM7A0cWbVQtr,3,Ariana Grande,Bad Idea,27
908,5IvdLxVB8gwwcgnEkXSSW2,1,Lil Wayne,Dark Side Of The Moon,26
909,5JEx7HbmvHQQswJCsoo9rA,25,"Ellie Goulding, Diplo",Close To Me,24
910,5JUu0unA8VwhTZ9LkMWUVI,1,Drake,Since Way Back,70
911,5KVciTEfXvpcFHR3RFbtJy,1,Logic,Wassup,83
912,5KhFaq45chTw8RGfWo8T8J,8,6ix9ine,Billy,50
913,5Lgqu1th1KqlG97OF2gWGe,1,J. Cole,Window Pain,41
914,5N4erncE7kuUccm7zEmwzk,10,"Silk City, Dua Lipa",Electricity,62
915,5N5k9nd479b1xpDZ4usjrg,12,"Calvin Harris, Sam Smith",Promises,65
916,5NDUXbMwcnTQp66tI2zcdR,7,Andy Grammer,Fresh Eyes,68
917,5NfJGBAL9mgFPRQxKJmiX2,20,Kelsea Ballerini,Miss Me More,47
918,5O8x1YlmLQopQHErxtDfi9,1,Lil Uzi Vert,UnFazed,84
919,5OCJzvD7sykQEKHH7qAC3C,22,Ariana Grande,God Is A Woman,8
920,5OUSPcqhYTOzpbXzoEvKim,22,Keith Urban,The Fighter,38
921,5Ohxk2dO5COHF1krpoPigN,13,Harry Styles,Sign Of The Times,4
922,5PBx0zFfehUMyv5H4YXVAU,19,Russell Dickerson,Blue Tacoma,52
923,5PTG6rrL6EPFD9E2QMI2pl,15,Famous Dex,Japan,28
924,5PYQUBXc7NYeI1obMKSJK0,3,Katy Perry,Never Really Over,15
925,5Psnhdkyanjpgc2P8A5TSM,4,Drake,Emotionless,8
926,5QvBXUm5MglLJ3iBfTX2Wo,1,"Tyler, The Creator",Running Out Of Time,65
927,5R2rsbwCDXORX2tLfprRmM,1,Lil Yachty,Yacht Club,91
928,5SE57ljOIUJ1ybL9U6CuBH,4,BTS,DNA,67
929,5SehvGGC53A7SZKCLXQcyt,2,twenty one pilots,Nico And The Niners,79
930,5TXDeTFVRVY7Cvt0Dw4vWW,2,XXXTENTACION,Revenge,77
931,5UJshy5HDHdNEVqlJwzsQB,13,Bruno Mars,Versace On The Floor,33
932,5UVNjOSh27encRBqTpBWup,1,Future,Cuddle My Wrist,71
933,5VuxWXbt7XENQCtE9TzpTv,5,Post Malone,Spoil My Night,15
934,5W9QCBJ6Em0XWX333YrNhc,1,Future,Rent Money,54
935,5WA2SHuL5eesmPnYflNzlT,4,Jason Aldean,Rearview Town,68
936,5WHTFyqSii0lmT9R21abT8,10,Mabel,Don't Call Me Up,66
937,5WoaF1B5XIEnWfmb5NZikf,25,Miguel,Sky Walker,29
938,5WvAo7DNuPRmk4APhdPzi8,15,DJ Khaled,No Brainer,5
939,5YUyW9opqNsMSEzzecZih1,21,"Nicky Jam, J Balvin",X,41
940,5Z19ylxppfnfdP4JH0u8oj,17,Cole Swindell,Break Up In The End,49
941,5Z3GHaZ6ec9bsiI5BenrbY,35,Khalid,Young Dumb & Broke,18
942,5ZSIExfQuVv69tw5Qw3yDl,1,21 Savage,Break Da Law,70
943,5aOpzm8W8zysk4asB9hxJw,2,Flume,Say It,94
944,5aXgz1oKK8Q9z9xvTmSnrO,5,Trippie Redd,Topanga,52
945,5apaFCPBsoA06bOqYRIPIw,1,Wham!,Careless Whisper,33
946,5bJ1DrEM4hNCafcDd1oxHx,3,Mac Miller,Self Care,33
947,5bcTCxgc7xVfSaMV3RuVke,18,Calvin Harris,Feels,20
948,5cF0dROlMOK5uNZtivgu50,39,Charlie Puth,Attention,5
949,5cGpjfgAvidLy6znwkCxkP,2,Lil Wayne,Can't Be Broken,17
950,5cXg9IQS34FzLVdHhp7hu7,2,"Kendrick Lamar, Travis Scott",Big Shot,71
951,5cepAtqnEQ6yVG6088zMMu,9,"Maluma, Nego do Borel",Corazon,87
952,5eCkuGPZNl4mISFNPgr3Dd,17,Marian Hill,Down,21
953,5eFfsbjSouG8qOpg9ZqDl6,2,Sam Hunt,Downtown's Dead,94
954,5f5r2N4Lp9WoULWPH9zp2W,2,Drake,Can't Have Everything,82
955,5ffntNJnJOeFv7b7DCd0Bw,3,Post Malone,Takin' Shots,29
956,5g0XcG0apQTlO3X8r38vGf,13,Jake Owen,Down To The Honkytonk,65
957,5gW5dSy3vXJxgzma4rQuzH,1,Janelle Monae,Make Me Feel,99
958,5hTpBe8h35rJ67eAWHQsJx,13,Amine,Caroline,11
959,5hVghJ4KaYES3BFUATCYn0,5,"Tyler, The Creator",Earfquake,13
960,5hslUAKq9I9CG2bAulFkHN,9,Andy Williams,It's The Most Wonderful Time Of The Year,10
961,5icOoE6VgqFKohjWWNp0Ac,15,Marshmello,Here With Me,31
962,5itzep0nGnq7hxCfFNsTIR,1,XXXTENTACION,Difference,84
963,5iwz1NiezX7WWjnCgY5TH4,14,"Pedro Capo, Farruko",Calma,71
964,5jATYFb7FaYvDzZMZetTGs,19,"Luis Fonsi, Demi Lovato",Echame La Culpa,47
965,5jROdl6MhcmP3O7h2sVgtw,4,Chris Stapleton,Parachute,78
966,5jZF1nvKORdaHNjNNMRbFl,18,Walker Hayes,You Broke Up With Me,62
967,5jyyPsIGM2yqkZN9R3TmvN,3,"Khalid, Swae Lee",The Ways,63
