artists_ids,artists_names,made_charts,track_album_name,track_album_release_date,track_art_url,track_id,track_name,track_preview_url,num_faces
"['3Fl1V19tmjt57oBdxXKAjJ', '3wyVrVrFCkukjdVIdirGVY']","['Blueface', 'Lil Pump']",0.0,Dirt Bag,2019-08-09,https://i.scdn.co/image/ab67616d0000b273e186bb6ef785e65fa3ad989b,4eZKAB9uNMIG0yNri34PBp,Bussin (feat. Lil Pump),,1.0
['3Fl1V19tmjt57oBdxXKAjJ'],['Blueface'],0.0,Famous Cryp,2018-06-20,https://i.scdn.co/image/ab67616d0000b27318ef784a382eef3440453538,3Rpuexka1m5xSBb8DyFOcM,Thotiana,,2.0
['5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],0.0,A Girl Like Me,2006-04-10,https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b,13xxBnXOuiBxVxJI458B0i,Unfaithful,,1.0
['2r09Inibex3C4ZNTUVSG3m'],['Keith Sweat'],0.0,Make It Last Forever,1987,https://i.scdn.co/image/ab67616d0000b273b935ef18383d0a81d8f93a60,0KgbwF3wEBvPWPwwTLo9iR,How Deep Is Your Love,https://p.scdn.co/mp3-preview/61c791881c7404e2256da0657404e020e93ac578?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['3ipn9JLAPI5GUEo4y4jcoi', '55Aa2cqylxrFIXC767Z865']","['Ludacris', 'Lil Wayne']",0.0,S.O.T.L. (Silence of the Lambs) [feat. Lil Wayne],2020-05-21,https://i.scdn.co/image/ab67616d0000b27316eb8633d365084681824411,1tXCF7TwDnuHRgwQ63FeM5,S.O.T.L. (Silence of the Lambs) [feat. Lil Wayne],https://p.scdn.co/mp3-preview/8e04ded9296b5c95b6091c6c47ca0e318049143e?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['05oH07COxkXKIMt6mIPRee'],['Brandy'],0.0,Waiting To Exhale,1995-11-14,https://i.scdn.co/image/ab67616d0000b2739e3c82ffe334e13097b6d60d,4330XmgVWlx98Y3Naswycg,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,https://p.scdn.co/mp3-preview/1611d8f860f0886308f3c2156f117697bafa9fcb?cid=7f921ccd390e4fd7ba204c6bf3254ebb,4.0
['3DiDSECUqqY1AuBP8qtaIa'],['Alicia Keys'],0.0,In Common,2016-05-04,https://i.scdn.co/image/ab67616d0000b273771e71884e8cd09f722ec34a,0rcDFdi19NtKf9NbHxr0k9,In Common,https://p.scdn.co/mp3-preview/305da2c739f455c29bca2c18a2f9b84d0da332e0?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['7IfculRW2WXyzNQ8djX8WX'],['Erykah Badu'],0.0,New Amerykah Part One (4th World War),2007-02-26,https://i.scdn.co/image/ab67616d0000b27313066c8c5df466c8a3e57ca4,2z4ypE6YI1mybsczNx4eRU,Honey,,0.0
['7hJcb9fa4alzcOq3EaNPoG'],['Snoop Dogg'],0.0,Doggystyle,1993,https://i.scdn.co/image/ab67616d0000b2733d8c2a1fd8e8c2c2d4c844d2,2rIqgWl4riTsgSeyYYM2cl,G'z And Hustlaz,https://p.scdn.co/mp3-preview/cf007ef4b4404c63d7717d147a38f49b8911183a?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['1DvtabXAjfrMihPP6JQdHs'],['Shy Glizzy'],0.0,Awwsome,2014-10-21,https://i.scdn.co/image/ab67616d0000b273b670737b0f7dfe5426c0efb4,1OBWQFd7hcTo18GWxS1bnZ,Awwsome,https://p.scdn.co/mp3-preview/eec7deef12199c72432e70d672f0194548408c51?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['2gBjLmx6zQnFGQJCAQpRgw'],['Nelly'],0.0,Nellyville,2002-06-25,https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f,04KTF78FFg8sOHC1BADqbY,Hot In Herre,,1.0
['0cePXkZbB6Ehoy4EiKLIc1'],['Tapri Grams'],0.0,Onag,2020-10-15,https://i.scdn.co/image/ab67616d0000b273de36376402a52252ce92a907,6Y1Tg41g7DX7m3W2OnLyF1,Nameless,https://p.scdn.co/mp3-preview/ddfa9d71a8a0ed3de480f8f2b5a524cc1b2ccdb3?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['6kQWPGBItT0oMCHZy3M9DN', '02kJSzxNuaWGqwubyUba0Z', '2CZPY8YVKdXtI1bF9e4EV7']","['RJMrLA', 'G-Eazy', 'Bree Carter']",0.0,On God,2019-08-09,https://i.scdn.co/image/ab67616d0000b27318c5322d60324885e72b8779,1DJeN9JIHqYBxw2qKvOOIk,Pretty Bitches (feat. G-Eazy & Bree Carter),https://p.scdn.co/mp3-preview/4c3a15e7575178fb95690c3a74dc80cef7e35334?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['2IBPIcSkvQZyoaVfoyZKE8'],['Guy'],0.0,Guy,1988-01-01,https://i.scdn.co/image/ab67616d0000b273c2123511c8cd53c7329c91d6,67j0ZucyzdfMGWLe2kh6Ze,I Like,,3.0
"['0Y5tJX1MQlPlqiwlOH1tJY', '1RyvyyTE3xzB2ZywiAwp0i', '17lzZA2AlOHwCwFALHttmp']","['Travis Scott', 'Future', '2 Chainz']",0.0,Rodeo (Expanded Edition),2015-09-04,https://i.scdn.co/image/ab67616d0000b2737433176f037e0ba14190c34f,1SGt65i9AnXYdDQt1AtDRH,3500 (feat. Future & 2 Chainz),https://p.scdn.co/mp3-preview/4e1b0ba15687a26e80d14e37db60c4c66d850063?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['17lzZA2AlOHwCwFALHttmp', '55Aa2cqylxrFIXC767Z865', '3crnzLy8R4lVwaigKEOz7V']","['2 Chainz', 'Lil Wayne', 'E-40']",0.0,Rap Or Go To The League,2019-03-01,https://i.scdn.co/image/ab67616d0000b27384f49cbc39ac1f18422a4d42,5TTLIG6IKMMcLR3iLYHHYb,"2 Dollar Bill (feat. Lil Wayne, E-40)",,0.0
['6vWDO969PvNqNYHIOW5v0m'],['Beyoncé'],0.0,4,2011-06-24,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,3axkNosdVQLZiq1HakuGhc,Countdown,https://p.scdn.co/mp3-preview/ad046f8b135785f005bf84b63d657299cd6010ee?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['5y2Xq6xcjJb2jVM54GHK3t'],['John Legend'],0.0,Evolver,2008-10-27,https://i.scdn.co/image/ab67616d0000b273c5f30079a5afab8bb97fb077,50NZKlQPUvBKSglzn2fXaE,This Time,https://p.scdn.co/mp3-preview/c04ac1ed45153aca292e828d886605f57f50c12d?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']","['Dr. Dre', 'Snoop Dogg']",0.0,The Chronic,1992-12-15,https://i.scdn.co/image/ab67616d0000b273dc20ba099bc933674f58ebae,4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang",https://p.scdn.co/mp3-preview/f2a52b543998d039d8742c4739cb7c4c2e14a11a?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['7hJcb9fa4alzcOq3EaNPoG', '4135eJjHCRw5SuVzLfzR0x', '5RszwcBlHzry6slQ9LRcSw']","['Snoop Dogg', 'C-Murder', 'Magic']",0.0,No Limit Top Dogg,1999-01-01,https://i.scdn.co/image/ab67616d0000b2733d6eb4c042d7d78776d26fd2,14uUTfHIwIp587cz13UI5A,Down 4 My N's,,1.0
['7bXgB6jMjp9ATFy66eO08Z'],['Chris Brown'],0.0,Chris Brown (Expanded Edition),2005,https://i.scdn.co/image/ab67616d0000b273f9685817281327d5fecb244e,74rIUpem6Mzx2iNi8Fr1vM,Ain't No Way (You Won't Love Me),https://p.scdn.co/mp3-preview/548e111bbc4870656dd113e38c63fabd13417abe?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['5OrB6Jhhrl9y2PK0pSV4VP', '564gvOqSRcQoYAhaBpTiK2', '5LHRHt1k9lMyONurDHEdrp', '0A0FS04o6zMoto8OKPsDwY']","['Young Money', 'Lil Twist', 'Tyga', 'YG']",0.0,Rise Of An Empire (Deluxe Edition),2014-01-01,https://i.scdn.co/image/ab67616d0000b273842e732b778998eef17b405f,18Yy6Smc8V15Jy0VHsANYg,One Time,,0.0
['5lJBrQQ88JjskJmJeVKX4F'],['Karyn White'],0.0,Karyn White,1988-01-01,https://i.scdn.co/image/ab67616d0000b2734ed1410bb4b7681d30c2a2a4,3bceL3NJmM8sKwr5dyrKAz,Superwoman,https://p.scdn.co/mp3-preview/fcff71c0b163a5b04221ba1e61cc11ed0993e817?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['4AA474G2hRfrHyGrfyDseO', '43mqLxmV66EPxKpi9YLI4u']","['Mozzy', 'Teejay3k']",0.0,Internal Affairs,2019-05-28,https://i.scdn.co/image/ab67616d0000b273f714266588c919de356a4bdc,3WGlB0CnifYjVjUnhX3m9D,Pot To Piss (feat. Teejay3k),https://p.scdn.co/mp3-preview/d9bec0d4e985c85f60961e484951404031ff803c?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['0TImkz4nPqjegtVSMZnMRq'],['TLC'],0.0,Crazysexycool,1994-11-15,https://i.scdn.co/image/ab67616d0000b273a6125b1964a555892c49ea53,6dW75XbJ1WAMljOXWjTK46,Red Light Special,https://p.scdn.co/mp3-preview/b8bde0d8633281c9e1e6fb990e631148fff85889?cid=7f921ccd390e4fd7ba204c6bf3254ebb,2.0
"['5T0MSzX9RC5NA6gAI6irSn', '5K4W6rqBFWDnAN6FQUkS6x']","['Estelle', 'Kanye West']",0.0,Shine,2008-03-28,https://i.scdn.co/image/ab67616d0000b273b0b30ef77be3523c8018810c,22UDw8rSfLbUsaAGTXQ4Z8,American Boy,https://p.scdn.co/mp3-preview/c5ee61bf5c6c01d923aec35b6f52df76ac651bfb?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['78xUyw6FkVZrRAtziFdtdu', '6AVLthptCPhfrxlHadOBJD']","['The Roots', 'Jill Scott']",0.0,The Roots Come Alive,1999-11-02,https://i.scdn.co/image/ab67616d0000b27363773c96d277a0c17fb93238,71he7ShvDkKna60RozMqyN,You Got Me (Featuring Jill Scott) - Live / 1999,,0.0
"['4AA474G2hRfrHyGrfyDseO', '2ZavqCJe7uqkRpISes0NFi', '6Ha4aES39QiVjR0L2lwuwq', '7kFfY4UjNdNyaeUgLIEbIF']","['Mozzy', 'Iamsu!', 'Yo Gotti', 'DeJ Loaf']",0.0,Gangland Landlord,2018-10-05,https://i.scdn.co/image/ab67616d0000b27337b053914afea24a8ce39241,4tYpkgBjxxin7SiUBW0Rtq,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),https://p.scdn.co/mp3-preview/2a759b47767cbf1e690a6274cd91fcb6d234ae9e?cid=7f921ccd390e4fd7ba204c6bf3254ebb,10.0
"['5me0Irg2ANcsgc93uaYrpb', '7urq0VfqxEYEEiZUkebXT4']","['The Notorious B.I.G.', '112']",0.0,Life After Death (2014 Remastered Edition),1997-03-04,https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,0xdYzkbBBfTevSyOJqWUSX,Sky's the Limit (feat. 112) - 2014 Remaster,https://p.scdn.co/mp3-preview/0cd08c571543a35dc65358853879d54c863931da?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['4AA474G2hRfrHyGrfyDseO', '2PBl174x5RKc6Q5aAECeQs', '3MeyqB6fA2aj1NZq6ztjRk']","['Mozzy', 'E MOZZY', 'Celly Ru']",0.0,Internal Affairs,2019-05-28,https://i.scdn.co/image/ab67616d0000b273f714266588c919de356a4bdc,6hcnJUMEe8MS5MT4c4myW6,Slide (feat. E Mozzy & Celly Ru),https://p.scdn.co/mp3-preview/40a7f4b2f466163671d22a3c241c6b78fece8998?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['20sxb77xiYeusSH8cVdatc', '3TVXtAsR1Inumwj472S9r4']","['Meek Mill', 'Drake']",0.0,Dreams Worth More Than Money,2015-06-29,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),https://p.scdn.co/mp3-preview/d5f29c79f1f3e5fcbe22f23f6fddc8e3cbd7b909?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['5me0Irg2ANcsgc93uaYrpb', '79OSA519ScnPY0MVDpu8ZV', '59wfkuBoNyhDMQGCljbUbA', '7Aq8lpLMSt1Zxu56pe9bmp', '2gBjLmx6zQnFGQJCAQpRgw']","['The Notorious B.I.G.', 'Avery Storm', 'Diddy', 'Jagged Edge', 'Nelly']",0.0,Duets: The Final Chapter,2005-12-09,https://i.scdn.co/image/ab67616d0000b273373970875cab6dc30b36f10c,4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",https://p.scdn.co/mp3-preview/df59fe8fd5ce40d7c5b53a0273ea49008cb63167?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['4OBJLual30L7gRl5UkeRcT', '4L3GTE04bW5N7azA9QPhjA']","['T.I.', 'Beenie Man']",0.0,I'm Serious,2001-10-01,https://i.scdn.co/image/ab67616d0000b273e7e464c6a9386163f6ee7cb5,0Edvi4J9JmKh8bhmS0BzXw,I'm Serious (feat. Beenie Man) - Club Mix,https://p.scdn.co/mp3-preview/9504142ab9ce2397b081335d729de6ed4bd2727d?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['19Fi1Rj7kk8kyiwxpXy3yM', '6Ha4aES39QiVjR0L2lwuwq']","['August Alsina', 'Yo Gotti']",0.0,Testimony (Deluxe),2014-01-01,https://i.scdn.co/image/ab67616d0000b273a131750f4f01507ad2a4d3af,4LBfxjZp2wPIEm9OYiirqf,Ghetto,,0.0
['1HwM5zlC5qNWhJtM00yXzG'],['DMX'],0.0,Grand Champ,2003-01-01,https://i.scdn.co/image/ab67616d0000b273b6afa5d2bfa63cb0eaa386b1,6RUpJeXT6U4SPEafnr9Wr7,Where The Hood At,,0.0
"['0YinUQ50QDB7ZxSCLyQ40k', '6kQWPGBItT0oMCHZy3M9DN', '1Zatb2YN4erBOoSivOXc0o']","['Mustard', 'RJMrLA', 'O.T. Genasis']",0.0,The Ghetto,2017-12-15,https://i.scdn.co/image/ab67616d0000b273a4d80a3d8344f7db83f8e0e9,7Ctv1ARkm4LJnHrMoFZwoc,Been Hot (feat. O.T. Genasis),,0.0
['37hAfseJWi0G3Scife12Il'],['City Girls'],0.0,City On Lock,2020-06-20,https://i.scdn.co/image/ab67616d0000b273c2db305f095cf12d55d55df3,0gRV6Hf2xo0JKNLrtrMn4u,Friendly,,4.0
['0hCNtLu0JehylgoiP8L4Gh'],['Nicki Minaj'],0.0,Chun-Li,2018-04-12,https://i.scdn.co/image/ab67616d0000b273a942539d8ac2bcf84f82d94d,2gTYVoQCUh0QNUaFix01ld,Chun-Li,,1.0
"['6kQWPGBItT0oMCHZy3M9DN', '4AA474G2hRfrHyGrfyDseO']","['RJMrLA', 'Mozzy']",0.0,On God,2019-08-09,https://i.scdn.co/image/ab67616d0000b27318c5322d60324885e72b8779,1ekgOYwtiMsY4Of99jxn1W,Real Wit Myself (feat. Mozzy),https://p.scdn.co/mp3-preview/38f49abbb15b16b83f2b887a33051d3a51f17b0b?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['3TVXtAsR1Inumwj472S9r4'],['Drake'],0.0,Scorpion,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f9a9abe8ed9ffaba55412384,4uloft7ZE54WflsuqFmjC7,Elevate,,1.0
"['2EMAnMvWE2eb56ToJVfCWs', '3TVXtAsR1Inumwj472S9r4']","['Bryson Tiller', 'Drake']",0.0,A N N I V E R S A R Y,2020-10-02,https://i.scdn.co/image/ab67616d0000b273008d8077814ce15da0085b47,4SCnCPOUOUXUmCX2uHb3r7,Outta Time (feat. Drake),https://p.scdn.co/mp3-preview/96c8736682a1ca1205ea8cafd8191cfa900b2ed2?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['3XVpDdKav6C6zwlDXPhMEO', '3RNcvKfUnyALZxATNSO8PS']","['Kamaiyah', 'Capolow']",0.0,Oakland Nights,2020-09-18,https://i.scdn.co/image/ab67616d0000b273b74a6aaf658c079bad539f54,3yieDxC7AjOebaWMXumuDc,Gimme Dat,https://p.scdn.co/mp3-preview/9ce162d8e9fc53d61a42faaa7c5a4f370afa84ae?cid=7f921ccd390e4fd7ba204c6bf3254ebb,6.0
['6O74knDqdv3XaWtkII7Xjp'],['Boyz II Men'],0.0,II,1994-01-01,https://i.scdn.co/image/ab67616d0000b2736b3b28022871bae1a5d0f057,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,,0.0
"['1sBkRIssrMs1AbVkOJbc7a', '55Aa2cqylxrFIXC767Z865']","['Rick Ross', 'Lil Wayne']",0.0,9 Piece,2011-01-01,https://i.scdn.co/image/ab67616d0000b27320a44fb37e67f23e1d292faf,6aD178OGxT0Z1NU36g52X5,9 Piece,,0.0
"['3nFkdlSjzX9mRTtwJOzDYB', '2P3cjUru4H3fhSXXNxE9kA']","['JAY-Z', 'Blackstreet']",0.0,In My Lifetime Vol.1,1997-11-04,https://i.scdn.co/image/ab67616d0000b273019d21fe4f3ecbc818825c59,3qA9K2uI9v3lxq9ZFFtOmN,The City Is Mine,,1.0
"['790FomKkXshlbRYZFtlgla', '0hCNtLu0JehylgoiP8L4Gh']","['KAROL G', 'Nicki Minaj']",0.0,Tusa,2019-11-07,https://i.scdn.co/image/ab67616d0000b273ddd3154c58e15a8bdb63bbcc,7k4t7uLgtOxPwTpFmtJNTY,Tusa,,0.0
['2P3cjUru4H3fhSXXNxE9kA'],['Blackstreet'],0.0,Level II,2003-01-01,https://i.scdn.co/image/ab67616d0000b273e5da91b43e8271cf30c5fe69,3Rm951GnrOHPD0ooZZfPJn,Deep,,0.0
"['59wfkuBoNyhDMQGCljbUbA', '7urq0VfqxEYEEiZUkebXT4', '5NDMothbpdpq2xHqSjrrWn']","['Diddy', '112', 'Faith Evans']",0.0,No Way Out (2014 Remaster),1997,https://i.scdn.co/image/ab67616d0000b2733680b3a63917a1523b5a8ac9,1yy2DlSDtEt90d54rPDPXz,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,https://p.scdn.co/mp3-preview/af96792ff706c7b87a5f192b2d82b54317543a06?cid=7f921ccd390e4fd7ba204c6bf3254ebb,6.0
['3TVXtAsR1Inumwj472S9r4'],['Drake'],1.0,Scorpion,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,,1.0
"['0YWxKQj2Go9CGHCp77UOyy', '0qPUDOVD0aYR2lmCilnscs']","['Fabolous', 'Junior Reid']",0.0,From Nothin' To Somethin' (Bonus Track Version),2007-01-01,https://i.scdn.co/image/ab67616d0000b2730257cdc367bb5b3f41eb949f,6lInpNFMjeTlp4W9M0eLQW,Gangsta Don't Play,,1.0
"['1RXEL1MwAvaMsn7KAHe0g5', '6N2GYu97YW415ay41nNdVL']","['Slim 400', 'Compton World']",0.0,Foe Block,2015-01-30,https://i.scdn.co/image/ab67616d0000b2739c852c0dd76adbbc722f0b32,2L7EZcz1bEE5WT2w9JqF3p,I Don't Feel These Niggas (feat. Compton World),https://p.scdn.co/mp3-preview/1e4477f0f6578fe1099f30c2cfd2a6d671cb6711?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
"['4JxatpbcAgr7UWnIngnNPD', '4fWp2MFzdkGRfwjzWONczU', '5jOJpYrPdrCTqQ2wUc6IrY']","['Spank Nitti James', 'Tyscavvy', 'JayLuckk']",0.0,Wiggle Nation Til My Cremation,2020-06-08,https://i.scdn.co/image/ab67616d0000b27391538088dc84b908862e1c0b,0OTWkf6IkmLg8Hc7RB2RIl,K Wang Wit It,https://p.scdn.co/mp3-preview/cc09a590371339eb919b616b3ba37956c522efaa?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
"['0hCNtLu0JehylgoiP8L4Gh', '3TVXtAsR1Inumwj472S9r4']","['Nicki Minaj', 'Drake']",0.0,Pink Friday (Deluxe),2010-01-01,https://i.scdn.co/image/ab67616d0000b27370b8b4f85ef33b4d81bcaea6,0ConttVd0Ebk3dLNquOmh0,Moment 4 Life,,1.0
['51d3rUlLuMh7EW09aMe7yj'],['B2K'],0.0,Greatest Hits,2004,https://i.scdn.co/image/ab67616d0000b2731bb76b3632abe850098895fc,7fQsv0vVQ7X2JC3Ybopu4f,Gots Ta Be,https://p.scdn.co/mp3-preview/3e2253ceb5cfcbcba0f904d8f9d5d409017eb222?cid=7f921ccd390e4fd7ba204c6bf3254ebb,4.0
['3TVXtAsR1Inumwj472S9r4'],['Drake'],1.0,Scorpion,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,,
['6fqjJNsLs7g6F3PXy01Xnw'],['AzChike'],0.0,My World,2018-03-23,https://i.scdn.co/image/ab67616d0000b273803d38553df192d9ad22f432,7Mbc2TbVP34mPijhqLnmVP,Myself,https://p.scdn.co/mp3-preview/66e04e3365d5023e66d95a876bd66d2c89e5d62a?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['62sPt3fswraiEPnKQpAbdE'],['Bobby Brown'],0.0,Ghostbusters II,1989-06-16,https://i.scdn.co/image/ab67616d0000b273f77962e7145907994ceeef89,3ojDU1HhKEfdExIN6QsK8q,On Our Own,,4.0
"['3TVXtAsR1Inumwj472S9r4', '4OBJLual30L7gRl5UkeRcT', '2cADQgiLMjNhbsfeN52Bf3']","['Drake', 'T.I.', 'Swizz Beatz']",0.0,Thank Me Later,2010-01-01,https://i.scdn.co/image/ab67616d0000b27311b21e8b868800918d21bb77,3fpTMuD1u3gJlVI4FadVHs,Fancy,,0.0
"['3ipn9JLAPI5GUEo4y4jcoi', '4HgF4KnohByNElYid7iCNb']","['Ludacris', 'Bobby V.']",0.0,The Red Light District,2004-01-01,https://i.scdn.co/image/ab67616d0000b273efbf69c0f1aac9d7e7cb489e,6VixoRqnikN4QqegoKUSbH,Pimpin' All Over The World,,1.0
['2wIVse2owClT7go1WT98tk'],['Missy Elliott'],0.0,Supa Dupa Fly,1997-07-11,https://i.scdn.co/image/ab67616d0000b273f27571e59cac2e7a4624c9c4,2WRzpLD8qDRrxMXc63E5WJ,The Rain (Supa Dupa Fly),https://p.scdn.co/mp3-preview/190d94d56a619ca45ee6ee191573e5dac52c0e7b?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['0hCNtLu0JehylgoiP8L4Gh'],['Nicki Minaj'],0.0,Pink Friday (Deluxe),2010-01-01,https://i.scdn.co/image/ab67616d0000b27370b8b4f85ef33b4d81bcaea6,0rhhhXNF2nNxg5PbG7fS3v,Save Me,,
"['3ipn9JLAPI5GUEo4y4jcoi', '2RdwBSPQiwcmiDo9kixcl8']","['Ludacris', 'Pharrell Williams']",0.0,Back For The First Time,2000-01-01,https://i.scdn.co/image/ab67616d0000b27384095c1ebcc1f46cb8cf1526,4cNhx6OO1XpvwT6xZnb83B,Southern Hospitality (Featuring Pharrell),,1.0
['1ZKqrja0WvbSssYNFO3lzs'],['New Boyz'],0.0,FM$,2012-04-13,https://i.scdn.co/image/ab67616d0000b273513c224a8e1b4b16f160eef2,73ntBJ9o49skR3S6WaZFk1,FM$,https://p.scdn.co/mp3-preview/c823b1111312956605183a82fb48dac8c29de544?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['3Fl1V19tmjt57oBdxXKAjJ'],['Blueface'],0.0,Stop Cappin,2019-05-03,https://i.scdn.co/image/ab67616d0000b2735d63a1d0832b5e385e16f267,16YQkGOiqsATntjuZCq52X,Stop Cappin,,0.0
"['0hCNtLu0JehylgoiP8L4Gh', '5pKCCKE2ajJHZ9KAiaK11H']","['Nicki Minaj', 'Rihanna']",0.0,Pink Friday (Deluxe),2010-01-01,https://i.scdn.co/image/ab67616d0000b27370b8b4f85ef33b4d81bcaea6,5Fx2DfzfEm5KruaIsOC6xD,Fly,,
['6UuT0BJZ9vF8Y1sxXnJl2s'],['Bounty Killer'],0.0,Nah No Mercy - The Warlord Scrolls,2006-11-14,https://i.scdn.co/image/ab67616d0000b273b26f180b3296abb67299b431,6GNMqIVIYoejtJrw8noCAP,Gal,https://p.scdn.co/mp3-preview/516f24577a8850e115ea80f69365d9a8f59e04eb?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['3fMbdgg4jU18AjLCKBhRSm'],['Michael Jackson'],0.0,Dangerous,1991-11-13,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8,2EI8uljBPaI23VUr2tv4eS,Jam,https://p.scdn.co/mp3-preview/70f564cc56ac195c373304e063269b2aae1bc135?cid=7f921ccd390e4fd7ba204c6bf3254ebb,2.0
['7IfculRW2WXyzNQ8djX8WX'],['Erykah Badu'],0.0,Baduizm,1997-01-01,https://i.scdn.co/image/ab67616d0000b2739968770f3f0e45aa99b2ac29,0tNuJpBgtE65diL6Q8Q7fI,On & On,,0.0
"['0NbfKEOTQCcwd6o7wSDOHI', '4OBJLual30L7gRl5UkeRcT', '6Ha4aES39QiVjR0L2lwuwq', '6GMYJwaziB4ekv1Y6wCDWS', '17lzZA2AlOHwCwFALHttmp']","['The Game', 'T.I.', 'Yo Gotti', 'Soulja Boy', '2 Chainz']",0.0,Blood Moon: Year Of The Wolf (Bonus Version),2014-10-14,https://i.scdn.co/image/ab67616d0000b273d19c842b071d838631eff061,0khjKocqCzmKY6sWvuKB9Z,"Really (feat. Yo Gotti, 2 Chainz, Soulja Boy & T.I.)",https://p.scdn.co/mp3-preview/b58c14a0e2c695c778882c097c8e92907e94415b?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
['6Mox9P9U7HpuAd9ULwvP7N'],['Teairra Marí'],0.0,Roc-A-Fella Records Presents Teairra Marí,2005-01-01,https://i.scdn.co/image/ab67616d0000b273c94b344bed3354baca00fc23,03B0yrE4zrioHjmY05l9xz,Make Her Feel Good,,1.0
['2HPaUgqeutzr3jx5a9WyDV'],['PARTYNEXTDOOR'],0.0,PARTYPACK,2020-10-16,https://i.scdn.co/image/ab67616d0000b273b1782942b7bcf5d05befece6,02UJ1sCanP94fS2MdsWafh,PERSIAN RUGS,https://p.scdn.co/mp3-preview/53d45ca51938056892d1e22f9ed8de46acb56520?cid=7f921ccd390e4fd7ba204c6bf3254ebb,0.0
['5aS1SxvFKKbVgfnaxZqmGL'],['Cory Gunz'],0.0,The Industry Purge,2015-08-08,https://i.scdn.co/image/ab67616d0000b273d1b65382b4a5f0de683ff843,31tgno5Pmpu5ZQn1QF5RGA,The Goat,https://p.scdn.co/mp3-preview/ef2b159048f977d1a8345d1a63d2a4c52502a82a?cid=7f921ccd390e4fd7ba204c6bf3254ebb,2.0
"['6nfYGe7IIuuP5bMY1jkJP6', '3ipn9JLAPI5GUEo4y4jcoi']","['Jermaine Dupri', 'Ludacris']",0.0,Instructions (Explicit Version),2001-10-30,https://i.scdn.co/image/ab67616d0000b2736b5be01dc9df0523f75f0f88,19VTqucnxJuH6kilNdweTh,Welcome to Atlanta (feat. Ludacris),https://p.scdn.co/mp3-preview/c4a62b861b69458cd0396c9e4d91f05c807d0f56?cid=7f921ccd390e4fd7ba204c6bf3254ebb,1.0
