artists_ids,artists_names,made_charts,track_album_name,track_album_release_date,track_art_url,track_id,track_name,track_preview_url,num_faces
"['0YinUQ50QDB7ZxSCLyQ40k', '0YWxKQj2Go9CGHCp77UOyy', '7ibAWtDtmEfaVhc1FJ3Vl9']","['Mustard', 'Fabolous', 'Eric Bellinger']",0.0,10 Summers,2014-08-11,https://i.scdn.co/image/ab67616d0000b2738bb03983bde8ac3de3c2e7a4,0WtHRqsj9cIjU0vNcX02W6,4 Digits,,
"['6vWDO969PvNqNYHIOW5v0m', '3TVXtAsR1Inumwj472S9r4']","['Beyoncé', 'Drake']",0.0,BEYONCÉ [Platinum Edition],2014-11-24,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,63FrXif0Pdu4NAPvTh87mw,Mine (feat. Drake),https://p.scdn.co/mp3-preview/106af85b4247de1f32451bb2612d56d79156ea47?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['7c0XG5cIJTrrAgEC3ULPiq'],['Ty Dolla $ign'],0.0,Featuring Ty Dolla $ign,2020-10-23,https://i.scdn.co/image/ab67616d0000b2739b6cff14d6cdf4b6a2be3a4f,5BNSWQ6yvacTUfTpFtT5dk,Everywhere,https://p.scdn.co/mp3-preview/a30f25781d6dcd72d2dd36140ae33bd2d056e240?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['0EVUivUkugMtNF09L4QBMH'],['Hi-Five'],0.0,Greatest Hits,1990,https://i.scdn.co/image/ab67616d0000b2731e7a93c46c99f695a717165a,0flZtKtmkZMNqFF7V7Yfmu,I Like The Way,https://p.scdn.co/mp3-preview/3206c458c2cbc41d93726915643e23bc0c6c3997?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['0p4ViyfJUTW0IT4SCBLexf', '5w3Y69DVzWwsgRDjhhDU94']","['Drakeo the Ruler', 'Bambino']",0.0,Cold Devil,2017-12-26,https://i.scdn.co/image/ab67616d0000b273501ca7be6b49a570fae026f3,6a5YWgKisJ8oGbPnWxqCSm,Bullet Proof (feat. Bambino),https://p.scdn.co/mp3-preview/be3c95c22df9a8bcc56d2f6c4c95b9e30791c3d8?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['35GL8Cu2GKTcHzKGi75xl5'],['Jennifer Hudson'],0.0,Jennifer Hudson,2008-09-30,https://i.scdn.co/image/ab67616d0000b273e4ee0b5723e58f8e8b651fdd,02QQXgeAghpU4smdM7l7We,Spotlight,https://p.scdn.co/mp3-preview/fdca9da9a25532a4dbd036c80040f0ebb1493313?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['0b2XeWDPeBiLeskT6RFqMb'],['DJ Quik'],0.0,Quik Is The Name,1991,https://i.scdn.co/image/ab67616d0000b2736413c9e4e520a8075528f592,2hluGQtmPypU3tsQudCQ3U,Tonite,https://p.scdn.co/mp3-preview/2adc9c5faa768e962ff14002aa9dd113b68d2a76?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['21E3waRsmPlU7jZsS13rcj'],['Ne-Yo'],0.0,In My Own Words,2006-01-01,https://i.scdn.co/image/ab67616d0000b273987a1825341694ec9bc62457,6GfEDFqhdtEO1RQSvSqgA8,Mirror,,
['0hCNtLu0JehylgoiP8L4Gh'],['Nicki Minaj'],0.0,Pink Friday ... Roman Reloaded (Deluxe),2012-01-01,https://i.scdn.co/image/ab67616d0000b2739e3a08094c5e058c1921f608,0jaFadjn9PwHr8ZcqhZmAH,Pound The Alarm,,
"['3nFkdlSjzX9mRTtwJOzDYB', '6DPYiyq5kWVQS4RGwxzPC7', '3PyWEKLWI0vHPmoNrIX0QE', '0HCeK90YUyjWi0utTPYXw1']","['JAY-Z', 'Dr. Dre', 'Rakim', 'Truth Hurts']",0.0,The Blueprint 2 The Gift & The Curse,2002-11-12,https://i.scdn.co/image/ab67616d0000b273b7c45af95aaf599cee3acf08,23qpfRkkOK4IrbVxIHQQIC,The Watcher 2,,
['7bXgB6jMjp9ATFy66eO08Z'],['Chris Brown'],0.0,Chris Brown (Expanded Edition),2005,https://i.scdn.co/image/ab67616d0000b273f9685817281327d5fecb244e,7vGRXiYWFk6NjUnsNjQJQd,Poppin' - Main,https://p.scdn.co/mp3-preview/a64fb1e4358f6bfe574be83e48a2f16c8f35dbc9?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['7hJcb9fa4alzcOq3EaNPoG', '6NyJIFHAePjHR1pFxwisqz', '2B4ZHz4QDWJTXPFPgO5peE', '1Oa0bMld0A3u5OTYfMzp5h']","['Snoop Dogg', 'Kurupt', 'Warren G', 'Nate Dogg']",0.0,Doggystyle,1993,https://i.scdn.co/image/ab67616d0000b2733d8c2a1fd8e8c2c2d4c844d2,3bA5Xfk5JyPGtBh00GX8Gk,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",https://p.scdn.co/mp3-preview/fc8dd6250af995ff9b0fa48b41dd5a523b61a0c3?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['05oH07COxkXKIMt6mIPRee'],['Brandy'],0.0,Full Moon,2002-02-25,https://i.scdn.co/image/ab67616d0000b27369ca5eaea8f0afe8cbdba117,4endHyRsgcOtTQWbAXzlc9,When You Touch Me,https://p.scdn.co/mp3-preview/5a26ec2df6e2795c3ddc284882804b8c96448ebd?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['7hJcb9fa4alzcOq3EaNPoG', '2RdwBSPQiwcmiDo9kixcl8', '6B5fQU6gKaq7JPRL4YIg1B']","['Snoop Dogg', 'Pharrell Williams', 'Uncle Charlie Wilson']",0.0,Paid Tha Cost To Be Da Bo$$,2002-01-01,https://i.scdn.co/image/ab67616d0000b2738cdb0d29bb99ad4febccac39,7FrJV8tydWEv1Mxu2mIQrm,Beautiful,,
['7IfculRW2WXyzNQ8djX8WX'],['Erykah Badu'],0.0,Mama's Gun,2000-10-31,https://i.scdn.co/image/ab67616d0000b2730d934cb462fae5a26f829efb,6qvtiA4wQQliK6K7oRdovk,Green Eyes,,
['3TVXtAsR1Inumwj472S9r4'],['Drake'],0.0,Scorpion,2018-06-29,https://i.scdn.co/image/ab67616d0000b273f9a9abe8ed9ffaba55412384,71SEHJPt1iDwGkBhUOAXDP,Survival,,
"['55Aa2cqylxrFIXC767Z865', '7BAaznGSsqcksud4R5ou5z']","['Lil Wayne', 'Cory Gunz']",0.0,Tha Carter IV (Deluxe),2011-01-01,https://i.scdn.co/image/ab67616d0000b273a1edbe4e3f3e3fe296816af4,0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot,,
"['15Dh5PvHQj909E0RgAe0aN', '1Zgn8DDi8ema6uKufbQOdG', '6pw5ePxlLPN87ikxsFHsvZ']","['Nivea', 'Brian Casey', 'Brandon Casey']",0.0,Nivea,2002-12-10,https://i.scdn.co/image/ab67616d0000b2732670dcc2cbee3316ea1e74e7,39YovPslPCXbFYhlYjsZ2Y,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),https://p.scdn.co/mp3-preview/cbeb4cfc9b4c86f3a2261d341a44c6fc19971f0b?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['6nzxy2wXs6tLgzEtqOkEi2'],['Monica'],0.0,After The Storm,2003,https://i.scdn.co/image/ab67616d0000b2730cfb7f6743c0742761edf377,0EQuu6hyNACWI7LT7N5pRv,U Should've Known Better,https://p.scdn.co/mp3-preview/affbbe827062dbd4864185bd856237e603c2a399?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['6DPYiyq5kWVQS4RGwxzPC7'],['Dr. Dre'],0.0,The Chronic,1992-12-15,https://i.scdn.co/image/ab67616d0000b273dc20ba099bc933674f58ebae,0JSCZdPOPR7d8Mfi09tIxU,Bitches Ain't Shit,https://p.scdn.co/mp3-preview/15155f5587c81b5ed1483454e985e2d8ea5342a0?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['3TVXtAsR1Inumwj472S9r4'],['Drake'],0.0,Thank Me Later,2010-01-01,https://i.scdn.co/image/ab67616d0000b27311b21e8b868800918d21bb77,4BycRneKmOs6MhYG9THsuX,Find Your Love,,
"['7LnaAXbDVIL75IVPnndf7w', '3aQeKQSyrW4qWr35idm0cy']","['Jamie Foxx', 'T-Pain']",0.0,T-Pain Presents Happy Hour: The Greatest Hits,2014,https://i.scdn.co/image/ab67616d0000b2733d537424bb92aa2283f62595,24dgtcXzkTGKWbIeBxWKhl,Blame It (feat. T-Pain) - Club Mix,https://p.scdn.co/mp3-preview/823fdee2fa8dea274e0e734800c91a8b5e429efd?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['66CXWjxzNUsdJxJ2JdwvnR'],['Ariana Grande'],0.0,Yours Truly,2013-01-01,https://i.scdn.co/image/ab67616d0000b273ea28881e9e363244a4a2347b,6NmCCgnQcxKHPOAKgd9Nth,Baby I,,
"['2YZyLoL8N0Wb9xBt1NhZWg', '28ExwzUQsvgJooOI0X1mr3']","['Kendrick Lamar', 'Jay Rock']",1.0,"good kid, m.A.A.d city",2012,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,2HbKqm4o0w5wEeEFXm2sD4,Money Trees,,
['0cePXkZbB6Ehoy4EiKLIc1'],['Tapri Grams'],0.0,Freak,2019-09-21,https://i.scdn.co/image/ab67616d0000b27333fc5b3bcff09d3f3798c1d2,5I3fZeCzbilM2d4SQsIiiK,Freak,https://p.scdn.co/mp3-preview/75d8983bb8e4398b77644c30ea733d07ba11eb91?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['0b2XeWDPeBiLeskT6RFqMb'],['DJ Quik'],0.0,Safe + Sound,1995,https://i.scdn.co/image/ab67616d0000b273dc3ce2b787ae2ca365f974f0,5xEm63lXBhJKZgjRDMWH3H,Dollaz + Sense,https://p.scdn.co/mp3-preview/3a96f566aa0217e4c6b9fa50f173327cfc4b4b63?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['0QHgL1lAIqAw0HtD7YldmP', '0EeQBlQJFiAfJeVN2vT9s0', '5y2Xq6xcjJb2jVM54GHK3t']","['DJ Khaled', 'Nipsey Hussle', 'John Legend']",1.0,Father Of Asahd,2019-05-17,https://i.scdn.co/image/ab67616d0000b273fa2741071b31bb94cb4232ae,6O10oTtZIZ4DkkUqyfCbrR,Higher (feat. Nipsey Hussle & John Legend),https://p.scdn.co/mp3-preview/603aeadf4d9d5fbf63899f192efed1ad9c54b93c?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['4JxatpbcAgr7UWnIngnNPD'],['Spank Nitti James'],0.0,Wiggle Nation Til My Cremation,2020-06-08,https://i.scdn.co/image/ab67616d0000b27391538088dc84b908862e1c0b,6Lyfw7jMq0LQ21hhZEexDl,Came Up,https://p.scdn.co/mp3-preview/2c9731ffb79f9be416dd64e9a5554fc0c0136276?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['2CZPY8YVKdXtI1bF9e4EV7', '1GRDZFVXu24HtACW4eyN1q']","['Bree Carter', '89']",0.0,Cute Pic,2020-10-16,https://i.scdn.co/image/ab67616d0000b273f5281c982d0d9d2678854926,4QYizlPFNykgEsyg5FX2nZ,Cute Pic,https://p.scdn.co/mp3-preview/0f7b7574921dd5cc59527e396a0ccb4c4d5205a6?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['3ipn9JLAPI5GUEo4y4jcoi', '7Dnu2NmddNymEI2LMZVH5v']","['Ludacris', 'Sleepy Brown']",0.0,Word Of Mouf,2001-01-01,https://i.scdn.co/image/ab67616d0000b27345b6350245f9ab800433a3c5,4QKdiLnJ2fnvfLPUldoryF,Saturday (Oooh! Ooooh!),,
"['6oMuImdp5ZcFhWP0ESe6mG', '0hCNtLu0JehylgoiP8L4Gh', '4kYSro6naA4h99UJvo89HB']","['Migos', 'Nicki Minaj', 'Cardi B']",1.0,Culture II,2018-01-26,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,4wFjTWCunQFKtukqrNijEt,MotorSport,,
['221iMiF62DFPnVuCLJakP1'],['Diana King'],0.0,Respect (PA Version),2002,https://i.scdn.co/image/ab67616d0000b273b7999abc21095a923ef2dd6a,7qDCEeNYDd56KQ4HnH1B0y,Summer Breezin' (With Bounty Killer),https://p.scdn.co/mp3-preview/bef161bfe65d0fd2718d574775ba6396a156b4f8?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['4Maf38TSoYT83qXqsO20JI', '0m9husdLSRyNHOuxFAr5hB']","['AD', 'Rayven Justice']",0.0,Blue 89 EP,2015-04-23,https://i.scdn.co/image/ab67616d0000b2730fe7341f4be66ad232fd899e,4s3oEFTopF7jW1P9NCPziK,Confidential (feat. Rayven Justice),https://p.scdn.co/mp3-preview/2a160712106ce21542ece3c31ff1f20d3887ba01?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['0788Kk8S8NrmerJNFwNMrC', '7vDy8i8XeT4KIHiHHyK68E']","['Gudda Mack', 'Teeezy']",0.0,Triple D,2020-10-09,https://i.scdn.co/image/ab67616d0000b273c427ae1bc330d8af7535a950,4eiezb4wsQwdKNAe6y7PW0,Mailman,https://p.scdn.co/mp3-preview/d1eed9d705a1e860b6ca3b1f03f55a2c37d58265?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['7urq0VfqxEYEEiZUkebXT4'],['112'],0.0,Part III,2001,https://i.scdn.co/image/ab67616d0000b273272145dc06dd718118e8a349,5ZEyR4PSJyIWAK5ihkI21u,Player,https://p.scdn.co/mp3-preview/4f58dd63967dfd91f25106a2aec965b39da1a87e?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['0QHgL1lAIqAw0HtD7YldmP', '3TVXtAsR1Inumwj472S9r4']","['DJ Khaled', 'Drake']",0.0,POPSTAR (feat. Drake),2020-07-17,https://i.scdn.co/image/ab67616d0000b273efaecb4b9cbae7c120d14617,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),https://p.scdn.co/mp3-preview/f06dde25172503546a3b136fba9822a89866a2d3?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['3TVXtAsR1Inumwj472S9r4', '0hCNtLu0JehylgoiP8L4Gh']","['Drake', 'Nicki Minaj']",0.0,Take Care (Deluxe),2011-11-15,https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,0pN1Ld0Fr9DTUaCGbKRvlF,Make Me Proud,,
"['3FsQX7FsrZAzTU9ah45P7O', '3ipn9JLAPI5GUEo4y4jcoi', '3LIJJJkO7R5RasRwt7xIn5', '0qziYi2GvPoLPnchRMQdxk']","['Disturbing Tha Peace', 'Ludacris', 'Mystikal', 'I-20']",0.0,Word Of Mouf,2001-01-01,https://i.scdn.co/image/ab67616d0000b27345b6350245f9ab800433a3c5,1Q9b6CeMcDuO0uq5OJCrqu,Move Bitch,,
"['3ipn9JLAPI5GUEo4y4jcoi', '4gpDA7R5796e6zbvZxGNga']","['Ludacris', 'Shawnna']",0.0,Back For The First Time,2000-01-01,https://i.scdn.co/image/ab67616d0000b27384095c1ebcc1f46cb8cf1526,4LwOrnuxJwR7C5Sw4liY4Z,What's Your Fantasy (Featuring Shawna),,
['20s0P9QLxGqKuCsGwFsp7w'],['Mario'],0.0,Let Me Love You,2004-09-21,https://i.scdn.co/image/ab67616d0000b273c42212db6d665fab0c51d495,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,https://p.scdn.co/mp3-preview/cf789f03af0823c236804eac219c0589da733bd3?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['20sxb77xiYeusSH8cVdatc', '5y2Xq6xcjJb2jVM54GHK3t', '20qISvAhX20dpIbOOzGK3q', '1sBkRIssrMs1AbVkOJbc7a']","['Meek Mill', 'John Legend', 'Nas', 'Rick Ross']",0.0,Dreams and Nightmares (Deluxe Edition),2012-10-26,https://i.scdn.co/image/ab67616d0000b273f0c746d1b52c883c19b25a51,4KozGhbYbcVPTJN2XhAAng,"Maybach Curtains (feat. Nas, John Legend & Rick Ross)",https://p.scdn.co/mp3-preview/4f89d6d477bc363ff20072cb84c1cc27c39b6620?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['0p4ViyfJUTW0IT4SCBLexf', '0FtsMKmZEq8fBWqdSOWtqp']","['Drakeo the Ruler', '03 Greedo']",0.0,Cold Devil,2017-12-26,https://i.scdn.co/image/ab67616d0000b273501ca7be6b49a570fae026f3,04zCpEmNZaYO64AeKrjC5Y,100 (feat. 03 Greedo),https://p.scdn.co/mp3-preview/7bab2992944232c0aa369f7764e73e0298503309?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['3nFkdlSjzX9mRTtwJOzDYB', '1HwM5zlC5qNWhJtM00yXzG']","['JAY-Z', 'DMX']",0.0,Vol.2 ... Hard Knock Life,1998-11-29,https://i.scdn.co/image/ab67616d0000b2739700390e9c33c62cfcd915ce,1FkgoPdajl8gwC1hlyvHtC,"Money, Cash, Hoes",,
['181bsRPaVXVlUKXrxwZfHK'],['Megan Thee Stallion'],1.0,Tina Snow,2018-12-21,https://i.scdn.co/image/ab67616d0000b2736cf50daf249842c725cef102,3YEbLhXRDPTtctnb3ddg8g,Big Ole Freak,https://p.scdn.co/mp3-preview/fde0aed88cbf63b4e2755efbf13b8d8950329990?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['39mHYiNmLR7p8PXNG8Wll6', '7bXgB6jMjp9ATFy66eO08Z']","['Remy Ma', 'Chris Brown']",0.0,Melanin Magic (Pretty Brown) (feat. Chris Brown),2018-01-19,https://i.scdn.co/image/ab67616d0000b273b8509daf6b6775ada856c2da,1OanwtMB8mJvkHMkjJYI2a,Melanin Magic (Pretty Brown) (feat. Chris Brown),https://p.scdn.co/mp3-preview/4e14ee66e261e4f63ede17c9e049c78fccc68aba?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['15UsOTVnJzReFVN1VCnxy4', '6Xgp2XMz1fhVYe7i6yNAax']","['XXXTENTACION', 'Trippie Redd']",1.0,17,2017-08-25,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),https://p.scdn.co/mp3-preview/a6bbae399c7e05f8b3987c3e293e544690e796ce?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['0YWxKQj2Go9CGHCp77UOyy'],['Fabolous'],0.0,Ghetto Fabolous,2001,https://i.scdn.co/image/ab67616d0000b273a4b31216d4fb46324fd9c100,0jdkdbnRwNVHJQ6zL84pQs,Young'n,https://p.scdn.co/mp3-preview/c0c80bdcd21a0c887fe34c15f280a60288ce078b?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['4OBJLual30L7gRl5UkeRcT'],['T.I.'],0.0,King,2006-03-26,https://i.scdn.co/image/ab67616d0000b273d5fa46459e5489190606f47f,4LE8fR53Pjd6xmHBUlxArg,Top Back,https://p.scdn.co/mp3-preview/a87e39c2f334cb71e3a4aef4e8d6a4506571d73e?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['6T4tcUkLcppayRBkcjXR0V'],['Ketchy the Great'],0.0,Ketchup Packet,2017-09-20,https://i.scdn.co/image/ab67616d0000b2739c8aab5ca619144a6d680cf4,2IjF8fcGopPfPt6mSavVq5,If I Go Broke,https://p.scdn.co/mp3-preview/e43b8d196641c2d6cdde84b33f8fb228555198c0?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['6XpaIBNiVzIetEPCWDvAFP', '3qfrrrSO7utFdJkM2tvMRb']","['Whitney Houston', 'CeCe Winans']",0.0,Waiting To Exhale,1995-11-14,https://i.scdn.co/image/ab67616d0000b2739e3c82ffe334e13097b6d60d,7mVV7fepIMUAE4FDyihupV,Count On Me - from Waiting to Exhale - Original Soundtrack,https://p.scdn.co/mp3-preview/07f59caac1db3061502179dd9fadef26fcd50146?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['3crnzLy8R4lVwaigKEOz7V', '2kAjL4yiEvBmmjLclXLLyq']","['E-40', 'James Too Cold']",0.0,Practice Makes Paper,2019-07-26,https://i.scdn.co/image/ab67616d0000b2737820832473cbde86d2f43f05,3vYN1uYkMxoH0YoBtqWYoq,No Choice,,
"['3ipn9JLAPI5GUEo4y4jcoi', '0hCNtLu0JehylgoiP8L4Gh']","['Ludacris', 'Nicki Minaj']",0.0,Battle Of The Sexes (Deluxe),2010-01-01,https://i.scdn.co/image/ab67616d0000b2739bfafd29c34d738803a6a033,3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,,
['05oH07COxkXKIMt6mIPRee'],['Brandy'],0.0,Afrodisiac,2004,https://i.scdn.co/image/ab67616d0000b27331505aba2c2d54e52413c3e4,5jSAfX8SJVD5uzFyLlTVwo,Who Is She 2 U - Recall Version,https://p.scdn.co/mp3-preview/c4f02aa92a9161f95c099b139f8f6a430e7469af?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['05oH07COxkXKIMt6mIPRee', '2ZbWlThDW0qSbI3hinpl0w', '5m7wCUhYhBh7A3A3YMxrbt', '7ryn5ZubA9mvjd1EJsFLHY']","['Brandy', 'MC Lyte', 'Queen Latifah', 'Yo Yo']",0.0,The Best of Brandy,2005-04-05,https://i.scdn.co/image/ab67616d0000b27339410cea1e71c69b4f7cb357,3OZs6tgXsBmb3TWPn07YCF,"I Wanna Be Down (feat. Queen Latifah, Yo-Yo & MC Lyte) - Remix",https://p.scdn.co/mp3-preview/cfa43091273e55dd3b0c46de7b40a6878142063c?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['4L3GTE04bW5N7azA9QPhjA'],['Beenie Man'],0.0,Undisputed,2006-01-01,https://i.scdn.co/image/ab67616d0000b27313eb52f0b713ef65ab322d1d,34pDin4wokyMQoAriHGDMW,Hmm Hmm,,
"['2cADQgiLMjNhbsfeN52Bf3', '6UuT0BJZ9vF8Y1sxXnJl2s']","['Swizz Beatz', 'Bounty Killer']",0.0,Swizz Beatz Presents G.H.E.T.T.O. Stories,2002-12-10,https://i.scdn.co/image/ab67616d0000b273eb1d7d78a2f25ca34357e490,0CmV9pSRDS9SOoMpkAEKTR,Guilty,,
['3gIWD9hK0VEhgsSrLu19PU'],['YN Jay'],0.0,Coochie Scout,2020-06-05,https://i.scdn.co/image/ab67616d0000b273fa5f70ff6e99ec82562e8706,5rexKhHUFiJIHMQgsq9vJn,Coochie Scout,https://p.scdn.co/mp3-preview/146eab6a48d68b383b9aadb3b7fcc74a0a1c942a?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['6O2zJ0tId7g07yzHtX0yap', '7urq0VfqxEYEEiZUkebXT4']","['Mobb Deep', '112']",0.0,Infamy,2001-12-11,https://i.scdn.co/image/ab67616d0000b27397349192bc4f50b9c33b0efe,6IdK1E8oLtVNdPPH9Np6he,Hey Luv (Anything) (feat. 112),https://p.scdn.co/mp3-preview/c3385247378db16d4e372c9b28d3c486c8deb26c?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['4jWGfUCFeTu5e0wprRhHXR'],['Big Tymers'],0.0,I Got That Work,2000-01-01,https://i.scdn.co/image/ab67616d0000b27384bbad2a8b3031bb46d67573,4HpCT9jeCzBfpCaF3aTVWX,Get Your Roll On,,
['7AjokpCIqf0gHMZJlodw2k'],['Suga Free'],0.0,Street Gospel,1997-01-01,https://i.scdn.co/image/ab67616d0000b273aef0dd69a683c49882819ada,3zb1zBmkrPF6VW8RhlSYA1,Why U Bullshittin'?,,
['3DiDSECUqqY1AuBP8qtaIa'],['Alicia Keys'],0.0,Songs In A Minor (Expanded Edition),2001-06-26,https://i.scdn.co/image/ab67616d0000b27318b31906d928fe22eec5e673,1NRorokmYEtr1koWybvaE4,A Woman's Worth,https://p.scdn.co/mp3-preview/bb15d5cf2715d19749ed96e6c9eaba5645469e7c?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['7bXgB6jMjp9ATFy66eO08Z', '55Aa2cqylxrFIXC767Z865', '5LHRHt1k9lMyONurDHEdrp']","['Chris Brown', 'Lil Wayne', 'Tyga']",0.0,X (Expanded Edition),2014-09-16,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d,5BrTUo0xP1wKXLJWUaGFtk,Loyal (feat. Lil Wayne & Tyga),https://p.scdn.co/mp3-preview/a848745cbe7325cf5a2b4683cf4bb756bc65e127?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['20qISvAhX20dpIbOOzGK3q', '5pnbUBPifNnlusY8kTBivi', '3ipn9JLAPI5GUEo4y4jcoi']","['Nas', 'Jadakiss', 'Ludacris']",0.0,Made You Look (Remix Featuring Jadakiss & Ludacris),2002-09-10,https://i.scdn.co/image/ab67616d0000b2737d4b5d993cc7894aef446cfb,3tHbqNaaXituiTZjGRx5UV,Made You Look (feat. Jadakiss & Ludacris) - Remix,https://p.scdn.co/mp3-preview/bc73b44582364d213432f48fc65e22b342cbcf36?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['3jksrX4oBklxR78ft8gv3j', '21E3waRsmPlU7jZsS13rcj']","['Plies', 'Ne-Yo']",0.0,Definition of Real,2008-06-10,https://i.scdn.co/image/ab67616d0000b27363130d152ee0f8e56b9790d4,0exb0K7vsjf5bXWLJJhAuF,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",https://p.scdn.co/mp3-preview/5b604e34165036a56f24695978eb1dc285f02377?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['11El2K2cdxaTdW74vNde3f', '6fqjJNsLs7g6F3PXy01Xnw', '5JnhEsPhPnxZA7hscmuUoy']","['AcetheFace', 'AzChike', 'AzKilo']",0.0,New Faces,2020-03-23,https://i.scdn.co/image/ab67616d0000b273ccc12a86346849598d91c7da,5yBt7LqiMpVZBRE1rTprVC,Work Me,https://p.scdn.co/mp3-preview/09fe1508536d28becc64b1432e01b095542b6c80?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['1yI0tX9OnfOx9siPj8KNOO'],['Ralfy the Plug'],0.0,Stinc Worst Nightmare,2020-10-19,https://i.scdn.co/image/ab67616d0000b273d1882b999cd04ad7f786fc1a,5cIqrpsrEpuwWCwtxsKInd,Stinc Worst Nightmare,https://p.scdn.co/mp3-preview/cc0051320d9e39f31fbc6c8334cf23e97b200850?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['7jun6jJ4LOAQfx5gSs6mJX'],['Zae France'],0.0,Rhythm n Backwoods,2019-09-13,https://i.scdn.co/image/ab67616d0000b2735279878895f921e0233fa20b,0lFcUCmrjdf3tNkM08rEmu,I Need That,https://p.scdn.co/mp3-preview/857699a80e9f2056d68719e6a19575338fb6e7f7?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
['6UuT0BJZ9vF8Y1sxXnJl2s'],['Bounty Killer'],0.0,Reggae Gold 1998,1998,https://i.scdn.co/image/ab67616d0000b2735210f4528933c1f42fa9ab68,7mLwPwhO2msXNW9vUlykjl,Cry For Die For,https://p.scdn.co/mp3-preview/a8fe7020f48517720f942c6b2b6b49d6ce351352?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
"['5dHt1vcEm9qb8fCyLcB3HL', '0hCNtLu0JehylgoiP8L4Gh']","['A$AP Ferg', 'Nicki Minaj']",1.0,Plain Jane REMIX (feat. Nicki Minaj),2017-12-15,https://i.scdn.co/image/ab67616d0000b27378f6399d94fc2b026d376b66,2YzmfPLqUx5CJOaw5ThsBV,Plain Jane REMIX (feat. Nicki Minaj),https://p.scdn.co/mp3-preview/bce9850edcfeb519a3b621dcf787b5d871953953?cid=7f921ccd390e4fd7ba204c6bf3254ebb,
